"legislator","period","coord1D","coord2D","se1D","se2D","nombres","partido","region","distrito"
74,2,0.500701248645782,0.562028884887695,0,0,"Jaime Naranjo Ortiz","PS","Región del Maule",18
172,2,-0.769757509231567,-0.2819904088974,0,0,"Carlos Kuschel Silva","RN","Región de Los Lagos",26
660,2,0.0453088544309139,-0.110112369060516,0,0,"Manuel Matta Aragay","DC","Región del Maule",18
803,2,0.300864607095718,-0.506534278392792,0,0,"René Alinco Bustos","IND","Región de Aysén del General Carlos Ibáñez del Campo",27
810,2,0.13627877831459,0.0491837933659554,0,0,"Gabriel Ascencio Mansilla","DC","Región de Los Lagos",26
811,2,-0.733245134353638,0.219038754701614,0,0,"Ramón Barros Montero","UDI","Región del Libertador General Bernardo O' Higgins",16
815,2,-0.514060437679291,0.439517736434937,0,0,"Sergio Bobadilla Muñoz","UDI","Región del Bío Bío",20
827,2,0.561792373657227,0.0910056233406067,0,0,"Marcelo Díaz Díaz","PS","Región de Valparaíso",7
837,2,0.425659507513046,0.490488141775131,0,0,"Fidel Espinoza Sandoval","PS","Región de Los Lagos",25
843,2,-0.565220892429352,0.0134748853743076,0,0,"René Manuel García García","RN","Región de La Araucanía",23
848,2,0.53906124830246,-0.0236404743045568,0,0,"Rodrigo González Torres","PPD","Región de Valparaíso",7
850,2,-0.531318724155426,0.482174247503281,0,0,"Javier Hernández Hernández","UDI","Región de Los Lagos",25
855,2,0.140247121453285,0.946663320064545,0,0,"Carlos Abel Jarpa Wevar","PRad","Región del Bío Bío",19
856,2,0.435289800167084,0.477520376443863,0,0,"Tucapel Jiménez Fuentes","PPD","Región Metropolitana de Santiago",13
862,2,-0.0032033808529377,0.253905177116394,0,0,"Pablo Lorenzini Basso","DC","Región del Maule",17
866,2,0.0184219386428595,0.833682000637054,0,0,"Fernando Meza Moncada","PRad","Región de La Araucanía",23
869,2,0.472087621688843,0.481440991163254,0,0,"Manuel Monsalve Benavides","PS","Región del Bío Bío",21
872,2,0.408000528812408,0.122085899114609,0,0,"Jaime Mulet Martínez","FRVS","Región de Atacama",4
875,2,-0.42187374830246,0.373728573322296,0,0,"Iván Norambuena Farías","UDI","Región del Bío Bío",21
879,2,-0.0329207256436348,0.485897064208984,0,0,"José Miguel Ortiz Novoa","DC","Región del Bío Bío",20
885,2,0.0958185195922852,0.842162370681763,0,0,"José Pérez Arriagada","PRad","Región del Bío Bío",21
893,2,-0.0802398696541786,-0.251947224140167,0,0,"Jorge Sabag Villalobos","DC","Región del Bío Bío",19
897,2,0.600865602493286,0.113592058420181,0,0,"Alejandra Sepúlveda Orbenes","FRVS","Región del Libertador General Bernardo O' Higgins",16
898,2,0.135865911841393,0.0319327712059021,0,0,"Gabriel Silber Romo","DC","Región Metropolitana de Santiago",8
908,2,-0.802740395069122,0.116050750017166,0,0,"Ignacio Urrutia Bonilla","UDI","Región del Maule",18
913,2,0.192191809415817,0.62518835067749,0,0,"Mario Venegas Cárdenas","DC","Región de La Araucanía",22
