"period","legislator","party","name","coord1D","coord2D","se1D","se2D","var1D","var2D","loglikelihood","numVotes","numErrors","GMP","partido","nombres","region","distrito"
1,926,"UDI",926,0.639655828475952,-0.185195565223694,0,0,0,0,-19.4407997131348,224,5,0.916870296001434,"UDI","Nino Baltolu Rasera","Región de Arica y Parinacota",1
1,931,"PS",931,-0.540676116943359,-0.4653579890728,0,0,0,0,-14.9491348266602,166,3,0.913880884647369,"PS","Juan Luis Castro González","Región del Libertador General Bernardo O' Higgins",15
1,936,"PPD",936,-0.657725691795349,0.025849461555481,0,0,0,0,-24.2513999938965,108,9,0.798875629901886,"PPD","Cristina Girardi Lavín","Región Metropolitana de Santiago",9
1,940,"UDI",940,0.65587055683136,-0.335470139980316,0,0,0,0,-4.87570905685425,154,1,0.968835473060608,"UDI","María José Hoffmann Opazo","Región de Valparaíso",7
1,942,"UDI",942,0.694571495056152,-0.243779987096786,0,0,0,0,-3.96704387664795,175,1,0.977586209774017,"UDI","Javier Macaya Danús","Región del Libertador General Bernardo O' Higgins",15
1,945,"UDI",945,0.513265013694763,-0.316670536994934,0,0,0,0,-2.10906577110291,177,0,0.98815506696701,"UDI","Celso Morales Muñoz","Región del Maule",17
1,946,"RN",946,0.70627224445343,0.128985062241554,0,0,0,0,-4.11238574981689,226,0,0.98196816444397,"RN","Leopoldo Pérez Lahsen","Región Metropolitana de Santiago",12
1,950,"IND",950,-0.668757915496826,-0.638908982276917,0,0,0,0,-103.983757019043,231,37,0.637534976005554,"IND","René Saffirio Espinoza","Región de La Araucanía",23
1,952,"RN",952,0.55966329574585,0.166751250624657,0,0,0,0,-18.2406120300293,217,6,0.91937780380249,"RN","Alejandro Santana Tirachini","Región de Los Lagos",26
1,953,"RN",953,0.644955694675446,0.242938697338104,0,0,0,0,-7.1678032875061,217,2,0.96750819683075,"RN","Frank Sauerbaum Muñoz","Región del Bío Bío",19
1,956,"PC",956,-0.570358455181122,-0.533527374267578,0,0,0,0,-23.8037738800049,173,11,0.871452391147614,"PC","Guillermo Teillier Del Valle","Región Metropolitana de Santiago",13
1,957,"DC",957,-0.345547020435333,-0.725769221782684,0,0,0,0,-25.3390426635742,161,6,0.854374766349792,"DC","Víctor Torres Jeldes","Región de Valparaíso",7
1,959,"UDI",959,0.596121788024902,-0.375758469104767,0,0,0,0,-5.72100496292114,132,1,0.957584857940674,"UDI","Enrique Van Rysselberghe Herrera","Región del Bío Bío",20
1,961,"IND",961,-0.256800383329391,-0.74501097202301,0,0,0,0,-81.0713653564453,206,40,0.67465740442276,"IND","Pedro Velásquez Seguel","Región de Coquimbo",5
1,963,"DC",963,-0.0414633639156818,-0.61036741733551,0,0,0,0,-23.4896793365479,139,10,0.844516932964325,"DC","Matías Walker Prieto","Región de Coquimbo",5
1,968,"PS",968,-0.489156067371368,-0.418586254119873,0,0,0,0,-4.43878221511841,61,2,0.929817497730255,"PS","Jenny Álvarez Vera","Región de Los Lagos",26
1,971,"RN",971,0.640613794326782,0.251337558031082,0,0,0,0,-5.29173994064331,231,2,0.977352440357208,"RN","Bernardo Berger Fett","Región de Los Ríos",24
1,972,"IND",972,-0.797748386859894,0.41481214761734,0,0,0,0,-7.30577182769775,119,4,0.94045352935791,"IND","Gabriel Boric Font","Región de Magallanes y de la Antártica Chilena",28
1,973,"PC",973,-0.569940567016602,-0.578362941741943,0,0,0,0,-26.079662322998,209,11,0.882688343524933,"PC","Karol Cariola Oliva","Región Metropolitana de Santiago",9
1,975,"PS",975,-0.494237422943115,-0.466520816087723,0,0,0,0,-33.8865737915039,225,14,0.86018568277359,"PS","Daniella Cicardini Milla","Región de Atacama",4
1,976,"UDI",976,0.597930133342743,-0.407973200082779,0,0,0,0,-10.314658164978,206,3,0.951161742210388,"UDI","Juan Antonio Coloma Álamos","Región Metropolitana de Santiago",14
1,981,"PS",981,-0.492032408714294,-0.404711872339249,0,0,0,0,-22.010555267334,204,6,0.897721946239471,"PS","Maya Fernández Allende","Región Metropolitana de Santiago",10
1,982,"DC",982,-0.046525165438652,0.00897513329982758,0,0,0,0,-36.8360710144043,218,16,0.844531893730164,"DC","Iván Flores García","Región de Los Ríos",24
1,984,"RN",984,0.572824776172638,0.144312232732773,0,0,0,0,-13.3866586685181,201,5,0.935569107532501,"RN","Gonzalo Fuenzalida Figueroa","Región Metropolitana de Santiago",11
1,985,"UDI",985,0.574313402175903,-0.389006078243256,0,0,0,0,-1.48767125606537,158,0,0.9906285405159,"UDI","Sergio Gahona Salazar","Región de Coquimbo",5
1,986,"PRad",986,-0.289793431758881,-0.87686949968338,0,0,0,0,-19.7633037567139,145,4,0.872582018375397,"PRad","Marcela Hernando Pérez","Región de Antofagasta",3
1,987,"RD",987,-0.616819500923157,0.774524807929993,0,0,0,0,-21.0285167694092,220,11,0.908841848373413,"RD","Giorgio Jackson Drago","Región Metropolitana de Santiago",10
1,989,"UDI",989,0.551203489303589,-0.340063750743866,0,0,0,0,-4.7805700302124,221,2,0.978600740432739,"UDI","Joaquín Lavín León","Región Metropolitana de Santiago",8
1,991,"PL",991,-0.551152586936951,0.356173425912857,0,0,0,0,-21.7144908905029,188,7,0.890918254852295,"PL","Vlado Mirosevic Verdugo","Región de Arica y Parinacota",1
1,993,"PC",993,-0.576428771018982,-0.569793581962585,0,0,0,0,-11.972186088562,145,3,0.92074990272522,"PC","Daniel Núñez Arancibia","Región de Coquimbo",5
1,994,"RN",994,0.588429152965546,0.253815710544586,0,0,0,0,-1.83540439605713,121,0,0.984945833683014,"RN","Paulina Núñez Urrutia","Región de Antofagasta",3
1,995,"RN",995,0.654602527618408,-0.107566691935062,0,0,0,0,-14.5682573318481,140,6,0.901172161102295,"RN","Diego Paulsen Kehr","Región de La Araucanía",22
1,999,"RN",999,0.628639101982117,0.186959341168404,0,0,0,0,-19.1196804046631,233,6,0.921217858791351,"RN","Jorge Rathgeb Schifferli","Región de La Araucanía",22
1,1000,"PS",1000,-0.629651129245758,-0.4047791659832,0,0,0,0,-51.311164855957,196,26,0.769671380519867,"PS","Luis Rocafull López","Región de Arica y Parinacota",1
1,1001,"PS",1001,-0.574530959129333,-0.381157636642456,0,0,0,0,-37.1652908325195,206,14,0.834924459457397,"PS","Raúl Saldívar Auger","Región de Coquimbo",5
1,1002,"PS",1002,-0.412084668874741,-0.621099591255188,0,0,0,0,-29.6370315551758,196,8,0.859667718410492,"PS","Leonardo Soto Ferrada","Región Metropolitana de Santiago",14
1,1003,"UDI",1003,0.581388354301453,-0.179058015346527,0,0,0,0,-4.92167377471924,234,2,0.979186832904816,"UDI","Renzo Trisotti Martínez","Región de Tarapacá",2
1,1005,"UDI",1005,0.592244267463684,-0.168551355600357,0,0,0,0,-6.51811552047729,217,3,0.970409214496613,"UDI","Osvaldo Urrutia Soto","Región de Valparaíso",7
1,1006,"PC",1006,-0.591832220554352,-0.548256933689117,0,0,0,0,-19.1940040588379,159,9,0.88628476858139,"PC","Camila Vallejo Dowling","Región Metropolitana de Santiago",12
1,1008,"PH",1008,-0.845452010631561,0.742883622646332,0,0,0,0,-32.4238357543945,227,18,0.866895973682404,"PH","Florcita Alarcón Rojas","Región del Maule",17
1,1009,"UDI",1009,0.697968363761902,-0.280177742242813,0,0,0,0,-2.79840230941772,145,1,0.980885684490204,"UDI","Jorge Alessandri Vergara","Región Metropolitana de Santiago",10
1,1010,"EVOP",1010,0.632663726806641,0.208992704749107,0,0,0,0,-5.30750226974487,234,2,0.97757363319397,"EVOP","Sebastián Álvarez Ramírez","Región de La Araucanía",23
1,1011,"UDI",1011,0.518867373466492,-0.168317303061485,0,0,0,0,-5.37492322921753,170,1,0.968877375125885,"UDI","Sandra Amar Mancilla","Región de Magallanes y de la Antártica Chilena",28
1,1012,"PC",1012,-0.553138911724091,-0.604461312294006,0,0,0,0,-29.4303607940674,222,12,0.875842332839966,"PC","Boris Barrera Moreno","Región Metropolitana de Santiago",9
1,1013,"PL",1013,-0.579089343547821,0.511401414871216,0,0,0,0,-20.7038383483887,217,10,0.90900069475174,"PL","Alejandro Bernales Maldonado","Región de Los Lagos",26
1,1014,"IND",1014,-0.247774928808212,-0.169752717018127,0,0,0,0,-60.9931907653809,155,30,0.674688279628754,"IND","Karim Bianchi Retamales","Región de Magallanes y de la Antártica Chilena",28
1,1015,"RD",1015,-0.602416932582855,0.821678221225739,0,0,0,0,-10.0376014709473,200,3,0.951050579547882,"RD","Jorge Brito Hasbún","Región de Valparaíso",7
1,1016,"DC",1016,-0.0255732852965593,0.176456540822983,0,0,0,0,-15.5123157501221,144,6,0.897875010967255,"DC","Miguel Ángel Calisto Águila","Región de Aysén del General Carlos Ibáñez del Campo",27
1,1017,"UDI",1017,0.557226240634918,-0.219624280929565,0,0,0,0,-5.82061433792114,199,3,0.971174299716949,"UDI","Álvaro Carter Fernández","Región Metropolitana de Santiago",12
1,1018,"RD",1018,-0.626719534397125,0.713649570941925,0,0,0,0,-12.9448795318604,216,6,0.941830456256866,"RD","Natalia Castillo Muñoz","Región Metropolitana de Santiago",10
1,1019,"RN",1019,0.638394594192505,0.144884780049324,0,0,0,0,-4.07477760314941,227,0,0.98220956325531,"RN","José Miguel Castro Bascuñán","Región de Antofagasta",3
1,1020,"PPD",1020,-0.413205593824387,-0.547023355960846,0,0,0,0,-49.7252502441406,210,24,0.789159417152405,"PPD","Ricardo Celis Araya","Región de La Araucanía",23
1,1021,"RN",1021,0.552053689956665,0.147143051028252,0,0,0,0,-5.97850227355957,184,2,0.968030333518982,"RN","Andrés Celis Montt","Región de Valparaíso",7
1,1022,"RN",1022,0.582396268844604,0.115561097860336,0,0,0,0,-2.02134466171265,158,0,0.987288177013397,"RN","Sofía Cid Versalovic","Región de Atacama",4
1,1023,"RD",1023,-0.633791029453278,0.753216147422791,0,0,0,0,-13.357494354248,215,6,0.939762711524963,"RD","Miguel Crispi Serrano","Región Metropolitana de Santiago",12
1,1024,"EVOP",1024,0.743723332881927,0.307912737131119,0,0,0,0,-9.46330165863037,230,5,0.959690153598785,"EVOP","Luciano Cruz-Coke Carvallo","Región Metropolitana de Santiago",10
1,1025,"RN",1025,0.599910736083984,0.236515641212463,0,0,0,0,-4.27039670944214,214,2,0.980242669582367,"RN","Catalina Del Real Mihovilovic","Región Metropolitana de Santiago",11
1,1027,"RN",1027,0.554376780986786,0.514779448509216,0,0,0,0,-10.6054496765137,152,2,0.932605803012848,"RN","Jorge Durán Espinoza","Región Metropolitana de Santiago",9
1,1028,"RN",1028,0.588362038135529,0.226185083389282,0,0,0,0,-1.85712778568268,148,0,0.98753023147583,"RN","Eduardo Durán Salinas","Región Metropolitana de Santiago",13
1,1029,"RN",1029,0.632567822933197,0.446049213409424,0,0,0,0,-2.91417527198792,149,1,0.980631768703461,"RN","Francisco Eguiguren Correa","Región de Coquimbo",5
1,1030,"RN",1030,0.653824090957642,0.60340416431427,0,0,0,0,-10.8050374984741,219,4,0.951859295368195,"RN","Camila Flores Oporto","Región de Valparaíso",6
1,1031,"UDI",1031,0.713002741336823,-0.28612345457077,0,0,0,0,-2.29082131385803,160,0,0.985784351825714,"UDI","Juan Fuenzalida Cobo","Región de Coquimbo",5
1,1032,"RN",1032,0.6235511302948,0.298701167106628,0,0,0,0,-6.86959552764893,226,4,0.970060884952545,"RN","Ramón Galleguillos Castillo","Región de Tarapacá",2
1,1034,"PEV",1034,-0.877723097801208,0.61037015914917,0,0,0,0,-22.7405757904053,231,8,0.906246364116669,"PEV","Félix González Gatica","Región del Bío Bío",20
1,1035,"PC",1035,-0.576638519763947,-0.543689072132111,0,0,0,0,-18.0232048034668,153,8,0.88887494802475,"PC","Carmen Hertz Cádiz","Región Metropolitana de Santiago",8
1,1036,"PH",1036,-0.874033451080322,0.433889359235764,0,0,0,0,-9.04691028594971,165,4,0.946646273136139,"PH","Tomás Hirsch Goldschmidt","Región Metropolitana de Santiago",11
1,1037,"IND",1037,-0.789947748184204,0.473431825637817,0,0,0,0,-19.203311920166,211,8,0.91300767660141,"IND","Diego Ibáñez Cotroneo","Región de Valparaíso",6
1,1038,"PS",1038,-0.485058844089508,-0.445907592773438,0,0,0,0,-28.0431156158447,222,12,0.881332457065582,"PS","Marcos Ilabaca Cerda","Región de Los Ríos",24
1,1039,"PH",1039,-0.947481453418732,1.05100679397583,0,0,0,0,-51.2785911560059,141,23,0.695115029811859,"PH","Pamela Jiles Moreno","Región Metropolitana de Santiago",12
1,1040,"RN",1040,0.699260413646698,-0.0043216347694397,0,0,0,0,-11.4739351272583,230,3,0.951337218284607,"RN","Harry Jürgensen Rundshagen","Región de Los Lagos",25
1,1041,"EVOP",1041,0.646445631980896,0.117293417453766,0,0,0,0,-3.02909851074219,185,1,0.983759820461273,"EVOP","Pablo Kast Sommerhoff","Región de Valparaíso",6
1,1042,"EVOP",1042,0.605416119098663,0.310720920562744,0,0,0,0,-5.80651235580444,173,2,0.96699333190918,"EVOP","Sebastián Keitel Bianchi","Región Metropolitana de Santiago",9
1,1043,"PC",1043,-0.668398082256317,-0.420273840427399,0,0,0,0,-30.5811080932617,227,13,0.873961865901947,"PC","Amaro Labra Sepúlveda","Región Metropolitana de Santiago",12
1,1044,"PS",1044,-0.473563730716705,-0.300840437412262,0,0,0,0,-15.9596319198608,183,5,0.916483581066132,"PS","Raúl Leiva Carvajal","Región Metropolitana de Santiago",14
1,1045,"RN",1045,0.528477430343628,0.200477674603462,0,0,0,0,-6.18580389022827,183,1,0.966762721538544,"RN","Aracely Leuquén Uribe","Región de Aysén del General Carlos Ibáñez del Campo",27
1,1046,"RN",1046,0.639800727367401,0.315110146999359,0,0,0,0,-19.1735343933105,224,4,0.91796487569809,"RN","Andrés Longton Herrera","Región de Valparaíso",6
1,1047,"RN",1047,0.622866451740265,0.05452561378479,0,0,0,0,-9.78875160217285,233,3,0.95885843038559,"RN","Karin Luck Urban","Región Metropolitana de Santiago",11
1,1048,"PPD",1048,-0.442637771368027,-0.439779341220856,0,0,0,0,-22.7222328186035,209,7,0.896982610225677,"PPD","Carolina Marzán Pinto","Región de Valparaíso",6
1,1049,"PRad",1049,-0.318199574947357,-0.8188117146492,0,0,0,0,-25.4457302093506,156,11,0.849494636058807,"PRad","Cosme Mellado Pino","Región del Libertador General Bernardo O' Higgins",16
1,1050,"RN",1050,0.627632617950439,0.266637474298477,0,0,0,0,-3.83307266235352,212,0,0.982081949710846,"RN","Miguel Mellado Suazo","Región de La Araucanía",23
1,1051,"COM",1051,-0.901505947113037,0.554869413375854,0,0,0,0,-14.9114255905151,223,7,0.935319244861603,"COM","Claudia Mix Jiménez","Región Metropolitana de Santiago",8
1,1052,"EVOP",1052,0.739227175712585,0.361733168363571,0,0,0,0,-14.2971897125244,217,5,0.936237871646881,"EVOP","Andrés Molina Magofke","Región de La Araucanía",23
1,1053,"UDI",1053,0.572129368782043,-0.184154629707336,0,0,0,0,-5.38497304916382,222,2,0.976035177707672,"UDI","Cristhian Moreira Barros","Región Metropolitana de Santiago",13
1,1054,"RN",1054,0.501561224460602,0.289947777986526,0,0,0,0,-10.1067304611206,226,3,0.956265151500702,"RN","Francesca Muñoz González","Región del Bío Bío",20
1,1055,"UDI",1055,0.577356100082397,-0.214966222643852,0,0,0,0,-1.47879028320312,151,0,0.990254461765289,"UDI","Nicolás Noman Garrido","Región de Atacama",4
1,1056,"PS",1056,-0.621356964111328,-0.421855181455612,0,0,0,0,-36.7619705200195,200,18,0.832094013690948,"PS","Emilia Nuyado Ancapichún","Región de Los Lagos",25
1,1057,"IND",1057,0.45177149772644,0.396095275878906,0,0,0,0,-11.7787370681763,199,6,0.942528009414673,"IND","Erika Olivera De La Fuente","Región Metropolitana de Santiago",9
1,1058,"RD",1058,-0.609040021896362,0.802480399608612,0,0,0,0,-10.2386484146118,127,4,0.922544836997986,"RD","Maite Orsini Pascal","Región Metropolitana de Santiago",9
1,1059,"RN",1059,0.545902192592621,0.748293936252594,0,0,0,0,-14.6316242218018,196,6,0.928067207336426,"RN","Ximena Ossandón Irarrázabal","Región Metropolitana de Santiago",12
1,1060,"RN",1060,0.690127432346344,0.332460343837738,0,0,0,0,-3.88061165809631,231,1,0.983341157436371,"RN","Luis Pardo Sáinz","Región de Valparaíso",6
1,1061,"PPD",1061,-0.436414122581482,-0.460529208183289,0,0,0,0,-21.559211730957,155,8,0.870148241519928,"PPD","Andrea Parra Sauterel","Región de La Araucanía",22
1,1062,"DC",1062,-0.0333849340677261,0.356685519218445,0,0,0,0,-36.175220489502,212,13,0.843126893043518,"DC","Joanna Pérez Olea","Región del Bío Bío",21
1,1063,"RD",1063,-0.62837028503418,0.773465037345886,0,0,0,0,-13.7784566879272,224,8,0.940342605113983,"RD","Catalina Pérez Salinas","Región de Antofagasta",3
1,1064,"IND",1064,0.509205043315887,0.0594219863414764,0,0,0,0,-7.41329908370972,203,2,0.964140057563782,"IND","Pablo Prieto Lorca","Región del Maule",17
1,1065,"UDI",1065,0.707358956336975,-0.295376986265182,0,0,0,0,-2.4895031452179,148,1,0.983319699764252,"UDI","Guillermo Ramírez Diez","Región Metropolitana de Santiago",11
1,1066,"UDI",1066,0.547842800617218,-0.236377045512199,0,0,0,0,-2.05376553535461,187,0,0.989077389240265,"UDI","Rolando Rentería Moller","Región del Maule",18
1,1067,"RN",1067,0.553103685379028,0.337866246700287,0,0,0,0,-4.89020919799805,224,1,0.978405296802521,"RN","Hugo Rey Martínez","Región del Maule",17
1,1068,"COM",1068,-0.836559176445007,0.628204047679901,0,0,0,0,-24.7695655822754,228,15,0.897054672241211,"COM","Camila Rojas Valderrama","Región de Valparaíso",7
1,1069,"RN",1069,0.550670683383942,0.78230619430542,0,0,0,0,-9.8612642288208,232,2,0.958385229110718,"RN","Leonidas Romero Sáez","Región del Bío Bío",20
1,1070,"IND",1070,-0.485743701457977,-0.0515948906540871,0,0,0,0,-23.4781169891357,136,10,0.841446161270142,"IND","Patricio Rosas Barrientos","Región de Los Ríos",24
1,1071,"PS",1071,-0.529384911060333,-0.38783860206604,0,0,0,0,-22.3522758483887,226,7,0.905829787254333,"PS","Gastón Saavedra Chandía","Región del Bío Bío",20
1,1072,"UDI",1072,0.630650103092194,-0.299866229295731,0,0,0,0,-8.61234378814697,178,3,0.952767908573151,"UDI","Gustavo Sanhueza Dueñas","Región del Bío Bío",19
1,1073,"PS",1073,-0.54938542842865,-0.476049602031708,0,0,0,0,-11.2052993774414,122,2,0.912244975566864,"PS","Juan Santana Castillo","Región de Atacama",4
1,1074,"PRO",1074,-0.545545756816864,-0.489752024412155,0,0,0,0,-32.1079635620117,214,14,0.860675930976868,"PRO","Marisela Santibáñez Novoa","Región Metropolitana de Santiago",14
1,1075,"RN",1075,0.638967573642731,0.169379025697708,0,0,0,0,-5.47275400161743,217,1,0.975095331668854,"RN","Diego Schalper Sepúlveda","Región del Libertador General Bernardo O' Higgins",15
1,1076,"PRad",1076,-0.320656716823578,-0.903370797634125,0,0,0,0,-31.3632926940918,182,11,0.841704905033112,"PRad","Alexis Sepúlveda Soto","Región del Maule",17
1,1077,"DC",1077,-0.350826144218445,-0.15509332716465,0,0,0,0,-59.0811500549316,218,26,0.762605488300323,"DC","Raúl Soto Mardones","Región del Libertador General Bernardo O' Higgins",15
1,1078,"PS",1078,-0.442002952098846,-0.463986575603485,0,0,0,0,-46.0086555480957,207,17,0.800703942775726,"PS","Jaime Tohá González","Región del Bío Bío",20
1,1079,"RN",1079,0.713183403015137,0.183011293411255,0,0,0,0,-3.31849908828735,172,0,0.980891346931458,"RN","Sebastián Torrealba Alvarado","Región Metropolitana de Santiago",10
1,1080,"UDI",1080,0.489330053329468,-0.268996030092239,0,0,0,0,-8.4700288772583,217,3,0.961719572544098,"UDI","Virginia Troncoso Hellman","Región del Libertador General Bernardo O' Higgins",16
1,1081,"EVOP",1081,0.778139054775238,0.431792289018631,0,0,0,0,-8.47949600219727,214,3,0.961150944232941,"EVOP","Francisco Undurraga Gazitúa","Región Metropolitana de Santiago",11
1,1082,"RN",1082,0.663196623325348,0.21550789475441,0,0,0,0,-10.4340085983276,209,3,0.951302230358124,"RN","Cristóbal Urruticoechea Ríos","Región del Bío Bío",21
1,1083,"FRVS",1083,-0.692803502082825,0.0615552067756653,0,0,0,0,-25.2634601593018,163,12,0.856423258781433,"FRVS","Esteban Velásquez Núñez","Región de Antofagasta",3
1,1084,"DC",1084,-0.0360756628215313,0.357418894767761,0,0,0,0,-49.8898887634277,232,26,0.806507050991058,"DC","Daniel Verdessi Belemmi","Región de Valparaíso",6
1,1085,"RD",1085,-0.621899008750916,0.701344668865204,0,0,0,0,-13.6761045455933,206,8,0.935766935348511,"RD","Pablo Vidal Rojas","Región Metropolitana de Santiago",8
1,1086,"IND",1086,-0.782333016395569,0.391220599412918,0,0,0,0,-26.9929733276367,222,11,0.88551139831543,"IND","Gonzalo Winter Etcheberry","Región Metropolitana de Santiago",10
1,1087,"RD",1087,-0.755372583866119,0.526011109352112,0,0,0,0,-23.0099506378174,222,10,0.901542186737061,"RD","Gael Yeomans Araya","Región Metropolitana de Santiago",13
2,74,"PS",74,-0.500701248645782,-0.562028884887695,0,0,0,0,-15.0119371414185,123,6,0.885105669498444,"PS","Jaime Naranjo Ortiz","Región del Maule",18
2,172,"RN",172,0.769757509231567,0.2819904088974,0,0,0,0,-5.77397012710571,130,3,0.956556737422943,"RN","Carlos Kuschel Silva","Región de Los Lagos",26
2,660,"DC",660,-0.0453088544309139,0.110112369060516,0,0,0,0,-9.4422082901001,97,3,0.907245337963104,"DC","Manuel Matta Aragay","Región del Maule",18
2,803,"IND",803,-0.300864607095718,0.506534278392792,0,0,0,0,-65.5535354614258,118,17,0.573763251304626,"IND","René Alinco Bustos","Región de Aysén del General Carlos Ibáñez del Campo",27
2,810,"DC",810,-0.13627877831459,-0.0491837933659554,0,0,0,0,-19.1049900054932,126,5,0.859308838844299,"DC","Gabriel Ascencio Mansilla","Región de Los Lagos",26
2,811,"UDI",811,0.733245134353638,-0.219038754701614,0,0,0,0,-7.94761610031128,130,2,0.940695762634277,"UDI","Ramón Barros Montero","Región del Libertador General Bernardo O' Higgins",16
