"period","legislator","party","name","coord1D","coord2D","se1D","se2D","var1D","var2D","loglikelihood","numVotes","numErrors","GMP","partido","nombres","region","distrito"
1,945,"UDI","945",-0.534652888774872,0.231976449489594,0,0,0,0,-1.18869066238403,32,0,0.963534891605377,"UDI","Celso Morales Muñoz","Región del Maule",17
1,946,"RN","946",-0.756181955337524,-0.0117604471743107,0,0,0,0,-1.02914798259735,32,0,0.968350768089294,"RN","Leopoldo Pérez Lahsen","Región Metropolitana de Santiago",12
1,950,"IND","950",0.468425035476685,-0.180883646011353,0,0,0,0,-10.823826789856,32,5,0.713020861148834,"IND","René Saffirio Espinoza","Región de La Araucanía",23
1,952,"RN","952",-0.675747036933899,-0.0527214705944061,0,0,0,0,-1.20001769065857,31,0,0.96202939748764,"RN","Alejandro Santana Tirachini","Región de Los Lagos",26
1,953,"RN","953",-0.666988432407379,0.217656761407852,0,0,0,0,-1.75786566734314,32,1,0.946548283100128,"RN","Frank Sauerbaum Muñoz","Región del Bío Bío",19
1,956,"PC","956",0.587577164173126,0.491556525230408,0,0,0,0,-2.70102429389954,25,1,0.897590816020966,"PC","Guillermo Teillier Del Valle","Región Metropolitana de Santiago",13
1,957,"DC","957",0.257433027029037,-0.528725743293762,0,0,0,0,-4.3714656829834,18,3,0.784381926059723,"DC","Víctor Torres Jeldes","Región de Valparaíso",7
1,959,"UDI","959",-0.578221321105957,-0.31339967250824,0,0,0,0,-1.78175210952759,32,0,0.94584196805954,"UDI","Enrique Van Rysselberghe Herrera","Región del Bío Bío",20
1,961,"IND","961",0.272012919187546,-0.572141647338867,0,0,0,0,-6.37699699401855,22,2,0.748365700244904,"IND","Pedro Velásquez Seguel","Región de Coquimbo",5
1,963,"DC","963",-0.0195707082748413,-1.03824019432068,0,0,0,0,-8.04624938964844,29,2,0.757708251476288,"DC","Matías Walker Prieto","Región de Coquimbo",5
1,968,"PS","968",0.468159079551697,0.876679658889771,0,0,0,0,-17.9836559295654,29,8,0.537876605987549,"PS","Jenny Álvarez Vera","Región de Los Lagos",26
1,971,"RN","971",-0.685030877590179,0.0556970909237862,0,0,0,0,-3.95431709289551,34,2,0.890205025672913,"RN","Bernardo Berger Fett","Región de Los Ríos",24
1,972,"IND","972",0.656506240367889,-0.222441971302032,0,0,0,0,-5.60281658172607,24,2,0.791796624660492,"IND","Gabriel Boric Font","Región de Magallanes y de la Antártica Chilena",28
1,973,"PC","973",0.580517947673798,0.689425349235535,0,0,0,0,-2.08679819107056,22,1,0.909505307674408,"PC","Karol Cariola Oliva","Región Metropolitana de Santiago",9
1,975,"PS","975",0.39754918217659,0.69039386510849,0,0,0,0,-1.88355386257172,26,0,0.93011748790741,"PS","Daniella Cicardini Milla","Región de Atacama",4
1,976,"UDI","976",-0.672067224979401,0.19839783012867,0,0,0,0,-1.33375775814056,32,0,0.95917671918869,"UDI","Juan Antonio Coloma Álamos","Región Metropolitana de Santiago",14
1,981,"PS","981",0.445080161094666,0.850301206111908,0,0,0,0,-1.29779720306396,16,0,0.922090113162994,"PS","Maya Fernández Allende","Región Metropolitana de Santiago",10
1,982,"DC","982",-0.00393741205334663,-0.616250813007355,0,0,0,0,-4.65886974334717,17,2,0.760293185710907,"DC","Iván Flores García","Región de Los Ríos",24
1,984,"RN","984",-0.533450603485107,-0.192652091383934,0,0,0,0,-3.92809367179871,33,2,0.887778401374817,"RN","Gonzalo Fuenzalida Figueroa","Región Metropolitana de Santiago",11
1,985,"UDI","985",-0.647793829441071,0.172406256198883,0,0,0,0,-0.428813368082047,21,0,0.979787409305573,"UDI","Sergio Gahona Salazar","Región de Coquimbo",5
1,986,"PRad","986",0.239516451954842,-0.457178980112076,0,0,0,0,-6.99664258956909,24,3,0.74712198972702,"PRad","Marcela Hernando Pérez","Región de Antofagasta",3
1,987,"RD","987",0.550298273563385,-0.411166727542877,0,0,0,0,-4.13263750076294,30,1,0.871312499046326,"RD","Giorgio Jackson Drago","Región Metropolitana de Santiago",10
1,989,"UDI","989",-0.65137130022049,0.283033132553101,0,0,0,0,-1.33408689498901,29,0,0.955039083957672,"UDI","Joaquín Lavín León","Región Metropolitana de Santiago",8
1,991,"PL","991",0.409411042928696,-0.336859375238419,0,0,0,0,-17.6449108123779,24,8,0.479407340288162,"PL","Vlado Mirosevic Verdugo","Región de Arica y Parinacota",1
1,993,"PC","993",0.544798612594604,0.462997138500214,0,0,0,0,-5.50504779815674,22,1,0.778622090816498,"PC","Daniel Núñez Arancibia","Región de Coquimbo",5
1,994,"RN","994",-0.613025009632111,0.00299925170838833,0,0,0,0,-1.90891313552856,29,1,0.936295092105865,"RN","Paulina Núñez Urrutia","Región de Antofagasta",3
1,995,"RN","995",-0.654472053050995,-0.171954095363617,0,0,0,0,-2.38866257667542,27,1,0.915331482887268,"RN","Diego Paulsen Kehr","Región de La Araucanía",22
1,999,"RN","999",-0.633429765701294,-0.0169530846178532,0,0,0,0,-0.932620465755463,33,0,0.972134411334991,"RN","Jorge Rathgeb Schifferli","Región de La Araucanía",22
1,1000,"PS","1000",0.53130441904068,0.737492978572845,0,0,0,0,-7.61068439483643,30,4,0.775932729244232,"PS","Luis Rocafull López","Región de Arica y Parinacota",1
1,1001,"PS","1001",0.500084638595581,0.663147211074829,0,0,0,0,-2.71661734580994,28,1,0.907535970211029,"PS","Raúl Saldívar Auger","Región de Coquimbo",5
1,1002,"PS","1002",0.332623332738876,0.796596825122833,0,0,0,0,-4.23165464401245,25,1,0.844284117221832,"PS","Leonardo Soto Ferrada","Región Metropolitana de Santiago",14
1,1003,"UDI","1003",-0.583029806613922,0.0582902431488037,0,0,0,0,-2.15720295906067,34,1,0.938523709774017,"UDI","Renzo Trisotti Martínez","Región de Tarapacá",2
1,1005,"UDI","1005",-0.630151093006134,0.049086682498455,0,0,0,0,-1.45917689800262,31,0,0.954020380973816,"UDI","Osvaldo Urrutia Soto","Región de Valparaíso",7
1,1006,"PC","1006",0.61218798160553,0.508286833763123,0,0,0,0,-1.8734347820282,24,0,0.924909114837646,"PC","Camila Vallejo Dowling","Región Metropolitana de Santiago",12
1,1008,"PH","1008",0.905648171901703,0.0769044458866119,0,0,0,0,-3.93974137306213,31,1,0.880655765533447,"PH","Florcita Alarcón Rojas","Región del Maule",17
1,1009,"UDI","1009",-0.785992503166199,0.159418612718582,0,0,0,0,-0.770998775959015,30,0,0.974627494812012,"UDI","Jorge Alessandri Vergara","Región Metropolitana de Santiago",10
1,1010,"EVOP","1010",-0.627838611602783,-0.308911025524139,0,0,0,0,-5.76656293869019,32,2,0.835098922252655,"EVOP","Sebastián Álvarez Ramírez","Región de La Araucanía",23
1,1011,"UDI","1011",-0.581628739833832,0.261246860027313,0,0,0,0,-1.41300618648529,33,0,0.958085417747498,"UDI","Sandra Amar Mancilla","Región de Magallanes y de la Antártica Chilena",28
1,1012,"PC","1012",0.603829801082611,0.667266130447388,0,0,0,0,-2.74817156791687,25,0,0.895899653434753,"PC","Boris Barrera Moreno","Región Metropolitana de Santiago",9
1,1013,"PL","1013",0.423773884773254,-0.571668982505798,0,0,0,0,-21.387659072876,27,11,0.452876627445221,"PL","Alejandro Bernales Maldonado","Región de Los Lagos",26
1,1014,"IND","1014",0.165559858083725,-0.511552810668945,0,0,0,0,-3.38578057289124,24,0,0.868424892425537,"IND","Karim Bianchi Retamales","Región de Magallanes y de la Antártica Chilena",28
1,1015,"RD","1015",0.526565313339233,-0.482432782649994,0,0,0,0,-3.37214636802673,26,1,0.878360688686371,"RD","Jorge Brito Hasbún","Región de Valparaíso",7
1,1016,"DC","1016",-0.0638986229896545,-0.54104882478714,0,0,0,0,-3.62543749809265,26,1,0.869845271110535,"DC","Miguel Ángel Calisto Águila","Región de Aysén del General Carlos Ibáñez del Campo",27
1,1017,"UDI","1017",-0.61433607339859,0.292543113231659,0,0,0,0,-1.97967886924744,31,1,0.938135743141174,"UDI","Álvaro Carter Fernández","Región Metropolitana de Santiago",12
1,1018,"RD","1018",0.539697587490082,-0.487397432327271,0,0,0,0,-3.65168404579163,27,1,0.873499631881714,"RD","Natalia Castillo Muñoz","Región Metropolitana de Santiago",10
1,1019,"RN","1019",-0.678224205970764,0.0982817858457565,0,0,0,0,-1.40747725963593,33,0,0.958245933055878,"RN","José Miguel Castro Bascuñán","Región de Antofagasta",3
1,1020,"PPD","1020",0.340123236179352,0.273836374282837,0,0,0,0,-3.80625057220459,28,1,0.872897148132324,"PPD","Ricardo Celis Araya","Región de La Araucanía",23
1,1021,"RN","1021",-0.534645438194275,0.1506088078022,0,0,0,0,-1.20910120010376,30,0,0.960498034954071,"RN","Andrés Celis Montt","Región de Valparaíso",7
1,1022,"RN","1022",-0.615857839584351,-0.0673058927059174,0,0,0,0,-0.448412030935287,24,0,0.981489598751068,"RN","Sofía Cid Versalovic","Región de Atacama",4
1,1023,"RD","1023",0.53957736492157,-0.500217199325562,0,0,0,0,-4.13906097412109,30,1,0.871125936508179,"RD","Miguel Crispi Serrano","Región Metropolitana de Santiago",12
1,1024,"EVOP","1024",-0.748884797096252,-0.312482357025146,0,0,0,0,-2.304274559021,32,1,0.930522918701172,"EVOP","Luciano Cruz-Coke Carvallo","Región Metropolitana de Santiago",10
1,1025,"RN","1025",-0.571738541126251,-0.13603937625885,0,0,0,0,-3.24712896347046,31,1,0.900553166866302,"RN","Catalina Del Real Mihovilovic","Región Metropolitana de Santiago",11
1,1027,"RN","1027",-0.483121871948242,0.0736719965934753,0,0,0,0,-2.60784339904785,23,2,0.892807304859161,"RN","Jorge Durán Espinoza","Región Metropolitana de Santiago",9
1,1028,"RN","1028",-0.647309184074402,0.306351542472839,0,0,0,0,-1.06459212303162,17,1,0.939297437667847,"RN","Eduardo Durán Salinas","Región Metropolitana de Santiago",13
1,1029,"RN","1029",-0.614141225814819,0.267028987407684,0,0,0,0,-16.1731452941895,30,6,0.583270132541656,"RN","Francisco Eguiguren Correa","Región de Coquimbo",5
1,1030,"RN","1030",-0.621017098426819,0.754911959171295,0,0,0,0,-15.4329595565796,23,7,0.511198043823242,"RN","Camila Flores Oporto","Región de Valparaíso",6
1,1031,"UDI","1031",-0.749800205230713,0.0851884856820107,0,0,0,0,-1.91458654403687,26,1,0.929008007049561,"UDI","Juan Fuenzalida Cobo","Región de Coquimbo",5
1,1032,"RN","1032",-0.615682482719421,-0.289670646190643,0,0,0,0,-2.32720685005188,33,2,0.931907773017883,"RN","Ramón Galleguillos Castillo","Región de Tarapacá",2
1,1034,"PEV","1034",0.848741233348846,0.275676041841507,0,0,0,0,-31.3857746124268,32,12,0.375008910894394,"PEV","Félix González Gatica","Región del Bío Bío",20
1,1035,"PC","1035",0.553961396217346,0.551995933055878,0,0,0,0,-3.39965200424194,27,1,0.881691515445709,"PC","Carmen Hertz Cádiz","Región Metropolitana de Santiago",8
1,1036,"PH","1036",0.778499484062195,-0.0972980484366417,0,0,0,0,-4.61453294754028,31,3,0.861693263053894,"PH","Tomás Hirsch Goldschmidt","Región Metropolitana de Santiago",11
1,1037,"IND","1037",0.670734882354736,-0.094460129737854,0,0,0,0,-8.75848770141602,28,4,0.731393873691559,"IND","Diego Ibáñez Cotroneo","Región de Valparaíso",6
1,1038,"PS","1038",0.443667650222778,0.735345780849457,0,0,0,0,-18.9853954315186,29,8,0.519614100456238,"PS","Marcos Ilabaca Cerda","Región de Los Ríos",24
1,1039,"PH","1039",0.909686744213104,0.165909290313721,0,0,0,0,-3.55832290649414,24,1,0.86220395565033,"PH","Pamela Jiles Moreno","Región Metropolitana de Santiago",12
1,1040,"RN","1040",-0.673280477523804,0.0854614228010178,0,0,0,0,-7.6184344291687,32,3,0.788142740726471,"RN","Harry Jürgensen Rundshagen","Región de Los Lagos",25
1,1041,"EVOP","1041",-0.615059196949005,-0.452627390623093,0,0,0,0,-1.34631490707397,24,1,0.94544792175293,"EVOP","Pablo Kast Sommerhoff","Región de Valparaíso",6
1,1042,"EVOP","1042",-0.55519425868988,-0.151081711053848,0,0,0,0,-1.90839159488678,28,1,0.9341139793396,"EVOP","Sebastián Keitel Bianchi","Región Metropolitana de Santiago",9
1,1043,"PC","1043",0.606646776199341,0.475099802017212,0,0,0,0,-6.35927104949951,28,1,0.796827673912048,"PC","Amaro Labra Sepúlveda","Región Metropolitana de Santiago",12
1,1044,"PS","1044",0.428235948085785,0.736106812953949,0,0,0,0,-1.78244841098785,25,0,0.931184411048889,"PS","Raúl Leiva Carvajal","Región Metropolitana de Santiago",14
1,1046,"RN","1046",-0.588821291923523,-0.0479431301355362,0,0,0,0,-3.96977782249451,32,2,0.883330762386322,"RN","Andrés Longton Herrera","Región de Valparaíso",6
1,1047,"RN","1047",-0.682913482189178,-0.0995526015758514,0,0,0,0,-1.88333475589752,33,1,0.944527268409729,"RN","Karin Luck Urban","Región Metropolitana de Santiago",11
1,1048,"PPD","1048",0.401072412729263,0.388445019721985,0,0,0,0,-1.76804065704346,24,0,0.928979754447937,"PPD","Carolina Marzán Pinto","Región de Valparaíso",6
1,1049,"PRad","1049",0.242710873484612,-0.33819106221199,0,0,0,0,-4.73769474029541,21,1,0.798033654689789,"PRad","Cosme Mellado Pino","Región del Libertador General Bernardo O' Higgins",16
1,1050,"RN","1050",-0.633515894412994,-0.0379242040216923,0,0,0,0,-1.67903745174408,33,1,0.950392782688141,"RN","Miguel Mellado Suazo","Región de La Araucanía",23
1,1051,"COM","1051",0.737515330314636,0.0923612117767334,0,0,0,0,-4.78873300552368,30,2,0.852463901042938,"COM","Claudia Mix Jiménez","Región Metropolitana de Santiago",8
1,1052,"EVOP","1052",-0.676908314228058,-0.4043929874897,0,0,0,0,-2.15553092956543,31,1,0.932829082012177,"EVOP","Andrés Molina Magofke","Región de La Araucanía",23
1,1053,"UDI","1053",-0.61246919631958,0.28300529718399,0,0,0,0,-1.3768812417984,34,0,0.96031254529953,"UDI","Cristhian Moreira Barros","Región Metropolitana de Santiago",13
1,1054,"RN","1054",-0.537479758262634,0.177958756685257,0,0,0,0,-9.833815574646,33,5,0.742305517196655,"RN","Francesca Muñoz González","Región del Bío Bío",20
1,1055,"UDI","1055",-0.666458487510681,-0.112006798386574,0,0,0,0,-1.19602477550507,27,1,0.956669569015503,"UDI","Nicolás Noman Garrido","Región de Atacama",4
1,1056,"PS","1056",0.679462254047394,0.67680150270462,0,0,0,0,-5.50554847717285,26,2,0.809165477752686,"PS","Emilia Nuyado Ancapichún","Región de Los Lagos",25
1,1057,"IND","1057",-0.428599089384079,0.460671305656433,0,0,0,0,-5.51626300811768,34,3,0.850234568119049,"IND","Erika Olivera De La Fuente","Región Metropolitana de Santiago",9
1,1058,"RD","1058",0.579113066196442,-0.409751683473587,0,0,0,0,-3.717280626297,29,1,0.879693210124969,"RD","Maite Orsini Pascal","Región Metropolitana de Santiago",9
1,1059,"RN","1059",-0.488177627325058,0.329057157039642,0,0,0,0,-3.38872241973877,34,1,0.905137598514557,"RN","Ximena Ossandón Irarrázabal","Región Metropolitana de Santiago",12
1,1060,"RN","1060",-0.714134097099304,0.0996880158782005,0,0,0,0,-3.11837959289551,31,1,0.904301106929779,"RN","Luis Pardo Sáinz","Región de Valparaíso",6
1,1061,"PPD","1061",0.360105574131012,0.317797034978867,0,0,0,0,-2.16402053833008,27,0,0.92297887802124,"PPD","Andrea Parra Sauterel","Región de La Araucanía",22
1,1062,"DC","1062",-0.0553679615259171,-0.733743786811829,0,0,0,0,-6.20999717712402,27,3,0.794533669948578,"DC","Joanna Pérez Olea","Región del Bío Bío",21
1,1063,"RD","1063",0.52338832616806,-0.502135813236237,0,0,0,0,-3.29088521003723,19,1,0.840965628623962,"RD","Catalina Pérez Salinas","Región de Antofagasta",3
1,1064,"IND","1064",-0.534233152866364,-0.403486758470535,0,0,0,0,-15.6165714263916,33,5,0.62298709154129,"IND","Pablo Prieto Lorca","Región del Maule",17
1,1065,"UDI","1065",-0.787477552890778,0.257203161716461,0,0,0,0,-1.4469838142395,33,1,0.957099437713623,"UDI","Guillermo Ramírez Diez","Región Metropolitana de Santiago",11
1,1066,"UDI","1066",-0.606054663658142,0.232622936367989,0,0,0,0,-0.996243178844452,31,0,0.968374013900757,"UDI","Rolando Rentería Moller","Región del Maule",18
1,1067,"RN","1067",-0.563790321350098,0.223062470555305,0,0,0,0,-6.97684478759766,30,3,0.792501032352448,"RN","Hugo Rey Martínez","Región del Maule",17
1,1068,"COM","1068",0.711940467357635,0.125357180833817,0,0,0,0,-5.45600557327271,29,2,0.828500270843506,"COM","Camila Rojas Valderrama","Región de Valparaíso",7
1,1069,"RN","1069",-0.471106231212616,-0.471340984106064,0,0,0,0,-12.2021903991699,34,5,0.698452591896057,"RN","Leonidas Romero Sáez","Región del Bío Bío",20
1,1070,"IND","1070",0.519855856895447,0.248289793729782,0,0,0,0,-5.92637538909912,23,4,0.772851407527924,"IND","Patricio Rosas Barrientos","Región de Los Ríos",24
1,1071,"PS","1071",0.508989691734314,0.56014096736908,0,0,0,0,-2.24856948852539,25,0,0.913983464241028,"PS","Gastón Saavedra Chandía","Región del Bío Bío",20
1,1072,"UDI","1072",-0.708033561706543,0.381032198667526,0,0,0,0,-1.36451900005341,29,0,0.954037427902222,"UDI","Gustavo Sanhueza Dueñas","Región del Bío Bío",19
1,1073,"PS","1073",0.562206745147705,0.642344117164612,0,0,0,0,-2.19449853897095,25,1,0.915962398052216,"PS","Juan Santana Castillo","Región de Atacama",4
1,1074,"PRO","1074",0.594505310058594,0.578090071678162,0,0,0,0,-1.16086101531982,13,0,0.914573907852173,"PRO","Marisela Santibáñez Novoa","Región Metropolitana de Santiago",14
1,1075,"RN","1075",-0.599268198013306,0.148943871259689,0,0,0,0,-0.935182452201843,25,0,0.963283717632294,"RN","Diego Schalper Sepúlveda","Región del Libertador General Bernardo O' Higgins",15
1,1076,"PRad","1076",0.26506894826889,-0.765558481216431,0,0,0,0,-11.7039442062378,24,6,0.614058971405029,"PRad","Alexis Sepúlveda Soto","Región del Maule",17
1,1077,"DC","1077",0.379847913980484,-0.00744399428367615,0,0,0,0,-12.6323156356812,25,6,0.603329002857208,"DC","Raúl Soto Mardones","Región del Libertador General Bernardo O' Higgins",15
1,1078,"PS","1078",0.282819449901581,0.860549688339233,0,0,0,0,-6.3416633605957,25,3,0.77595055103302,"PS","Jaime Tohá González","Región del Bío Bío",20
1,1079,"RN","1079",-0.738924205303192,0.0663699805736542,0,0,0,0,-1.14146363735199,33,0,0.966001570224762,"RN","Sebastián Torrealba Alvarado","Región Metropolitana de Santiago",10
1,1080,"UDI","1080",-0.554131507873535,0.0450828373432159,0,0,0,0,-1.56263041496277,33,0,0.95375120639801,"UDI","Virginia Troncoso Hellman","Región del Libertador General Bernardo O' Higgins",16
1,1081,"EVOP","1081",-0.748110115528107,-0.317023456096649,0,0,0,0,-0.907006502151489,31,0,0.971165597438812,"EVOP","Francisco Undurraga Gazitúa","Región Metropolitana de Santiago",11
1,1082,"RN","1082",-0.636981010437012,-0.00633320212364197,0,0,0,0,-1.67848491668701,33,1,0.950408697128296,"RN","Cristóbal Urruticoechea Ríos","Región del Bío Bío",21
1,1083,"FRVS","1083",0.615027785301208,0.494078695774078,0,0,0,0,-8.1337308883667,28,3,0.747896730899811,"FRVS","Esteban Velásquez Núñez","Región de Antofagasta",3
1,1084,"DC","1084",-0.0860767439007759,-0.95839649438858,0,0,0,0,-5.88365745544434,33,1,0.836697518825531,"DC","Daniel Verdessi Belemmi","Región de Valparaíso",6
1,1085,"RD","1085",0.536230981349945,-0.611617803573608,0,0,0,0,-4.08924865722656,30,1,0.872573614120483,"RD","Pablo Vidal Rojas","Región Metropolitana de Santiago",8
1,1086,"IND","1086",0.705344498157501,-0.0088055431842804,0,0,0,0,-9.65636825561523,31,4,0.732350707054138,"IND","Gonzalo Winter Etcheberry","Región Metropolitana de Santiago",10
1,1087,"RD","1087",0.594441294670105,-0.239570468664169,0,0,0,0,-7.75300216674805,30,4,0.77226048707962,"RD","Gael Yeomans Araya","Región Metropolitana de Santiago",13
2,74,"PS","74",0.491513550281525,0.737835764884949,0,0,0,0,-30.1763553619385,259,14,0.890020310878754,"PS","Jaime Naranjo Ortiz","Región del Maule",18
2,172,"RN","172",-0.78281831741333,-0.158489137887955,0,0,0,0,-12.5031061172485,287,4,0.957370460033417,"RN","Carlos Kuschel Silva","Región de Los Lagos",26
2,660,"DC","660",-0.110218048095703,-0.605981051921844,0,0,0,0,-36.3957405090332,168,12,0.805218756198883,"DC","Manuel Matta Aragay","Región del Maule",18
2,803,"IND","803",0.24707318842411,-1.0182147026062,0,0,0,0,-118.350387573242,208,57,0.566095650196075,"IND","René Alinco Bustos","Región de Aysén del General Carlos Ibáñez del Campo",27
2,810,"DC","810",-0.0101486444473267,-0.610903322696686,0,0,0,0,-35.1384391784668,242,8,0.864849150180817,"DC","Gabriel Ascencio Mansilla","Región de Los Lagos",26
2,811,"UDI","811",-0.748822510242462,0.164089813828468,0,0,0,0,-9.7295560836792,249,4,0.961679041385651,"UDI","Ramón Barros Montero","Región del Libertador General Bernardo O' Higgins",16
2,815,"UDI","815",-0.53891396522522,-0.220729231834412,0,0,0,0,-14.2147607803345,285,5,0.951347053050995,"UDI","Sergio Bobadilla Muñoz","Región del Bío Bío",20
