"legislator","period","coord1D","coord2D","se1D","se2D","nombres","partido","region","distrito"
74,1,-0.478737622499466,-0.615760147571564,0,0,"Jaime Naranjo Ortiz","PS","Región del Maule",18
172,1,0.788537979125977,0.303324908018112,0,0,"Carlos Kuschel Silva","RN","Región de Los Lagos",26
660,1,-0.0478483103215694,0.0798074752092361,0,0,"Manuel Matta Aragay","DC","Región del Maule",18
803,1,-0.225559294223785,0.469276517629623,0,0,"René Alinco Bustos","IND","Región de Aysén del General Carlos Ibáñez del Campo",27
810,1,-0.109133116900921,0.040798008441925,0,0,"Gabriel Ascencio Mansilla","DC","Región de Los Lagos",26
811,1,0.717933714389801,-0.167510658502579,0,0,"Ramón Barros Montero","UDI","Región del Libertador General Bernardo O' Higgins",16
815,1,0.490360409021378,-0.411352515220642,0,0,"Sergio Bobadilla Muñoz","UDI","Región del Bío Bío",20
827,1,-0.563121140003204,-0.28187558054924,0,0,"Marcelo Díaz Díaz","PS","Región de Valparaíso",7
837,1,-0.39993554353714,-0.496181070804596,0,0,"Fidel Espinoza Sandoval","PS","Región de Los Lagos",25
843,1,0.570126831531525,-0.00402429699897766,0,0,"René Manuel García García","RN","Región de La Araucanía",23
848,1,-0.54771876335144,-0.116442412137985,0,0,"Rodrigo González Torres","PPD","Región de Valparaíso",7
850,1,0.528227150440216,-0.439977407455444,0,0,"Javier Hernández Hernández","UDI","Región de Los Lagos",25
855,1,-0.146255403757095,-0.856523871421814,0,0,"Carlos Abel Jarpa Wevar","PRad","Región del Bío Bío",19
856,1,-0.402143657207489,-0.479033380746841,0,0,"Tucapel Jiménez Fuentes","PPD","Región Metropolitana de Santiago",13
862,1,-0.051983866840601,-0.127596065402031,0,0,"Pablo Lorenzini Basso","DC","Región del Maule",17
866,1,-0.0293247327208519,-0.759072065353394,0,0,"Fernando Meza Moncada","PRad","Región de La Araucanía",23
869,1,-0.460937172174454,-0.518804013729095,0,0,"Manuel Monsalve Benavides","PS","Región del Bío Bío",21
872,1,-0.351995855569839,-0.307490915060043,0,0,"Jaime Mulet Martínez","FRVS","Región de Atacama",4
