"legislator","period","coord1D","coord2D","se1D","se2D","nombres","partido","region","distrito"
74,1,-0.508365988731384,0.749748826026917,0,0,"Jaime Naranjo Ortiz","PS","Región del Maule",18
172,1,0.789285480976105,-0.114713825285435,0,0,"Carlos Kuschel Silva","RN","Región de Los Lagos",26
660,1,0.110630303621292,-0.509479939937592,0,0,"Manuel Matta Aragay","DC","Región del Maule",18
803,1,-0.218623206019402,-1.06676554679871,0,0,"René Alinco Bustos","IND","Región de Aysén del General Carlos Ibáñez del Campo",27
810,1,0.0586009547114372,-0.607908964157104,0,0,"Gabriel Ascencio Mansilla","DC","Región de Los Lagos",26
811,1,0.736544251441956,0.237546876072884,0,0,"Ramón Barros Montero","UDI","Región del Libertador General Bernardo O' Higgins",16
815,1,0.538671135902405,-0.352208495140076,0,0,"Sergio Bobadilla Muñoz","UDI","Región del Bío Bío",20
827,1,-0.543644666671753,0.738361358642578,0,0,"Marcelo Díaz Díaz","PS","Región de Valparaíso",7
837,1,-0.348986238241196,0.822203099727631,0,0,"Fidel Espinoza Sandoval","PS","Región de Los Lagos",25
843,1,0.619385063648224,0.317402750253677,0,0,"René Manuel García García","RN","Región de La Araucanía",23
848,1,-0.658155620098114,0.423053056001663,0,0,"Rodrigo González Torres","PPD","Región de Valparaíso",7
850,1,0.608701467514038,-0.559437453746796,0,0,"Javier Hernández Hernández","UDI","Región de Los Lagos",25
855,1,-0.182194203138351,-1.01342272758484,0,0,"Carlos Abel Jarpa Wevar","PRad","Región del Bío Bío",19
856,1,-0.398259192705154,0.592541098594666,0,0,"Tucapel Jiménez Fuentes","PPD","Región Metropolitana de Santiago",13
862,1,0.0990130975842476,-0.72423392534256,0,0,"Pablo Lorenzini Basso","DC","Región del Maule",17
866,1,-0.0071130245923996,-0.408845156431198,0,0,"Fernando Meza Moncada","PRad","Región de La Araucanía",23
869,1,-0.359897613525391,0.755511820316315,0,0,"Manuel Monsalve Benavides","PS","Región del Bío Bío",21
872,1,-0.643754780292511,0.625072658061981,0,0,"Jaime Mulet Martínez","FRVS","Región de Atacama",4
875,1,0.429665476083755,-0.141465336084366,0,0,"Iván Norambuena Farías","UDI","Región del Bío Bío",21
879,1,0.112020738422871,-1.1024956703186,0,0,"José Miguel Ortiz Novoa","DC","Región del Bío Bío",20
885,1,-0.164232641458511,-0.658759355545044,0,0,"José Pérez Arriagada","PRad","Región del Bío Bío",21
893,1,0.212585389614105,-0.906716406345367,0,0,"Jorge Sabag Villalobos","DC","Región del Bío Bío",19
897,1,-0.570021271705627,0.681243181228638,0,0,"Alejandra Sepúlveda Orbenes","FRVS","Región del Libertador General Bernardo O' Higgins",16
898,1,0.0606017857789993,-0.200642451643944,0,0,"Gabriel Silber Romo","DC","Región Metropolitana de Santiago",8
908,1,0.782521545886993,-0.294956922531128,0,0,"Ignacio Urrutia Bonilla","UDI","Región del Maule",18
913,1,-0.169622421264648,-0.773235440254211,0,0,"Mario Venegas Cárdenas","DC","Región de La Araucanía",22
917,1,0.594231903553009,0.164027005434036,0,0,"Gastón Von Mühlenbrock Zamora","UDI","Región de Los Ríos",24
920,1,-0.344416916370392,0.771245419979095,0,0,"Marcelo Schilling Rodríguez","PS","Región de Valparaíso",6
923,1,0.529419302940369,0.0822132900357246,0,0,"Pedro Pablo Álvarez-Salamanca Ramírez","UDI","Región del Maule",17
925,1,-0.180461123585701,-0.964201331138611,0,0,"Pepe Auth Stewart","IND","Región Metropolitana de Santiago",8
926,1,0.670536637306213,0.338344603776932,0,0,"Nino Baltolu Rasera","UDI","Región de Arica y Parinacota",1
931,1,-0.486891031265259,0.828108727931976,0,0,"Juan Luis Castro González","PS","Región del Libertador General Bernardo O' Higgins",15
936,1,-0.685867846012115,0.332522183656693,0,0,"Cristina Girardi Lavín","PPD","Región Metropolitana de Santiago",9
940,1,0.755661904811859,0.238940298557281,0,0,"María José Hoffmann Opazo","UDI","Región de Valparaíso",7
942,1,0.713507771492004,0.158614292740822,0,0,"Javier Macaya Danús","UDI","Región del Libertador General Bernardo O' Higgins",15
945,1,0.534652888774872,0.231976449489594,0,0,"Celso Morales Muñoz","UDI","Región del Maule",17
946,1,0.756181955337524,-0.0117604471743107,0,0,"Leopoldo Pérez Lahsen","RN","Región Metropolitana de Santiago",12
950,1,-0.468425035476685,-0.180883646011353,0,0,"René Saffirio Espinoza","IND","Región de La Araucanía",23
952,1,0.675747036933899,-0.0527214705944061,0,0,"Alejandro Santana Tirachini","RN","Región de Los Lagos",26
953,1,0.666988432407379,0.217656761407852,0,0,"Frank Sauerbaum Muñoz","RN","Región del Bío Bío",19
956,1,-0.587577164173126,0.491556525230408,0,0,"Guillermo Teillier Del Valle","PC","Región Metropolitana de Santiago",13
957,1,-0.257433027029037,-0.528725743293762,0,0,"Víctor Torres Jeldes","DC","Región de Valparaíso",7
959,1,0.578221321105957,-0.31339967250824,0,0,"Enrique Van Rysselberghe Herrera","UDI","Región del Bío Bío",20
961,1,-0.272012919187546,-0.572141647338867,0,0,"Pedro Velásquez Seguel","IND","Región de Coquimbo",5
963,1,0.0195707082748413,-1.03824019432068,0,0,"Matías Walker Prieto","DC","Región de Coquimbo",5
968,1,-0.468159079551697,0.876679658889771,0,0,"Jenny Álvarez Vera","PS","Región de Los Lagos",26
971,1,0.685030877590179,0.0556970909237862,0,0,"Bernardo Berger Fett","RN","Región de Los Ríos",24
972,1,-0.656506240367889,-0.222441971302032,0,0,"Gabriel Boric Font","IND","Región de Magallanes y de la Antártica Chilena",28
973,1,-0.580517947673798,0.689425349235535,0,0,"Karol Cariola Oliva","PC","Región Metropolitana de Santiago",9
975,1,-0.39754918217659,0.69039386510849,0,0,"Daniella Cicardini Milla","PS","Región de Atacama",4
976,1,0.672067224979401,0.19839783012867,0,0,"Juan Antonio Coloma Álamos","UDI","Región Metropolitana de Santiago",14
981,1,-0.445080161094666,0.850301206111908,0,0,"Maya Fernández Allende","PS","Región Metropolitana de Santiago",10
982,1,0.00393741205334663,-0.616250813007355,0,0,"Iván Flores García","DC","Región de Los Ríos",24
984,1,0.533450603485107,-0.192652091383934,0,0,"Gonzalo Fuenzalida Figueroa","RN","Región Metropolitana de Santiago",11
985,1,0.647793829441071,0.172406256198883,0,0,"Sergio Gahona Salazar","UDI","Región de Coquimbo",5
986,1,-0.239516451954842,-0.457178980112076,0,0,"Marcela Hernando Pérez","PRad","Región de Antofagasta",3
987,1,-0.550298273563385,-0.411166727542877,0,0,"Giorgio Jackson Drago","RD","Región Metropolitana de Santiago",10
989,1,0.65137130022049,0.283033132553101,0,0,"Joaquín Lavín León","UDI","Región Metropolitana de Santiago",8
991,1,-0.409411042928696,-0.336859375238419,0,0,"Vlado Mirosevic Verdugo","PL","Región de Arica y Parinacota",1
993,1,-0.544798612594604,0.462997138500214,0,0,"Daniel Núñez Arancibia","PC","Región de Coquimbo",5
994,1,0.613025009632111,0.00299925170838833,0,0,"Paulina Núñez Urrutia","RN","Región de Antofagasta",3
995,1,0.654472053050995,-0.171954095363617,0,0,"Diego Paulsen Kehr","RN","Región de La Araucanía",22
999,1,0.633429765701294,-0.0169530846178532,0,0,"Jorge Rathgeb Schifferli","RN","Región de La Araucanía",22
1000,1,-0.53130441904068,0.737492978572845,0,0,"Luis Rocafull López","PS","Región de Arica y Parinacota",1
1001,1,-0.500084638595581,0.663147211074829,0,0,"Raúl Saldívar Auger","PS","Región de Coquimbo",5
1002,1,-0.332623332738876,0.796596825122833,0,0,"Leonardo Soto Ferrada","PS","Región Metropolitana de Santiago",14
1003,1,0.583029806613922,0.0582902431488037,0,0,"Renzo Trisotti Martínez","UDI","Región de Tarapacá",2
1005,1,0.630151093006134,0.049086682498455,0,0,"Osvaldo Urrutia Soto","UDI","Región de Valparaíso",7
1006,1,-0.61218798160553,0.508286833763123,0,0,"Camila Vallejo Dowling","PC","Región Metropolitana de Santiago",12
1008,1,-0.905648171901703,0.0769044458866119,0,0,"Florcita Alarcón Rojas","PH","Región del Maule",17
1009,1,0.785992503166199,0.159418612718582,0,0,"Jorge Alessandri Vergara","UDI","Región Metropolitana de Santiago",10
1010,1,0.627838611602783,-0.308911025524139,0,0,"Sebastián Álvarez Ramírez","EVOP","Región de La Araucanía",23
1011,1,0.581628739833832,0.261246860027313,0,0,"Sandra Amar Mancilla","UDI","Región de Magallanes y de la Antártica Chilena",28
1012,1,-0.603829801082611,0.667266130447388,0,0,"Boris Barrera Moreno","PC","Región Metropolitana de Santiago",9
1013,1,-0.423773884773254,-0.571668982505798,0,0,"Alejandro Bernales Maldonado","PL","Región de Los Lagos",26
1014,1,-0.165559858083725,-0.511552810668945,0,0,"Karim Bianchi Retamales","IND","Región de Magallanes y de la Antártica Chilena",28
1015,1,-0.526565313339233,-0.482432782649994,0,0,"Jorge Brito Hasbún","RD","Región de Valparaíso",7
