vote_id,id,fecha,nombre,boletin
33550,33550,2020-07-02 16:38:09,"
                                Implementa la Convención sobre la Prohibición del Desarrollo, la Producción, el Almacenamiento y el Empleo de Armas Químicas y sobre su Destrucción y la Convención sobre la Prohibición del Desarrollo, la Producción y el Almacenamiento de Armas Bacteriológicas (Biológicas) y Toxínicas y sobre su Destrucción.",Boletín N°11919-02
33551,33551,2020-07-02 16:41:25,"
                                Dispone apoyo para la continuidad de estudios de los estudiantes; planes de flexibilización para el cobro de aranceles, derechos de matrícula y similares, y la prohibición de sanciones por parte de instituciones de educación superior, con ocasión de la pandemia de Covid-19",Boletín N°13378-04
33552,33552,2020-07-02 16:43:51,"
                                Dispone apoyo para la continuidad de estudios de los estudiantes; planes de flexibilización para el cobro de aranceles, derechos de matrícula y similares, y la prohibición de sanciones por parte de instituciones de educación superior, con ocasión de la pandemia de Covid-19",Boletín N°13378-04
33553,33553,2020-07-02 16:46:20,"
                                Dispone apoyo para la continuidad de estudios de los estudiantes; planes de flexibilización para el cobro de aranceles, derechos de matrícula y similares, y la prohibición de sanciones por parte de instituciones de educación superior, con ocasión de la pandemia de Covid-19",Boletín N°13378-04
33554,33554,2020-07-02 16:49:01,"
                                Dispone apoyo para la continuidad de estudios de los estudiantes; planes de flexibilización para el cobro de aranceles, derechos de matrícula y similares, y la prohibición de sanciones por parte de instituciones de educación superior, con ocasión de la pandemia de Covid-19",Boletín N°13378-04
33557,33557,2020-07-02 17:01:41,"
                                Dispone apoyo para la continuidad de estudios de los estudiantes; planes de flexibilización para el cobro de aranceles, derechos de matrícula y similares, y la prohibición de sanciones por parte de instituciones de educación superior, con ocasión de la pandemia de Covid-19",Boletín N°13378-04
33558,33558,2020-07-02 17:05:19,"
                                Dispone apoyo para la continuidad de estudios de los estudiantes; planes de flexibilización para el cobro de aranceles, derechos de matrícula y similares, y la prohibición de sanciones por parte de instituciones de educación superior, con ocasión de la pandemia de Covid-19",Boletín N°13378-04
33559,33559,2020-07-02 17:07:51,"
                                Dispone apoyo para la continuidad de estudios de los estudiantes; planes de flexibilización para el cobro de aranceles, derechos de matrícula y similares, y la prohibición de sanciones por parte de instituciones de educación superior, con ocasión de la pandemia de Covid-19",Boletín N°13378-04
33560,33560,2020-07-02 17:14:07,"
                                Modifica la ley Nº 14.908, sobre Abandono de Familia y Pago de Pensiones Alimenticias, en materia de retención de parte del sueldo del alimentante, para garantizar el pago de la pensión",Boletín N°13465-18
33561,33561,2020-07-02 17:19:20,"
                                Modifica el Código del Trabajo para extender transitoriamente el permiso postnatal parental, hasta el cese del estado de excepción constitucional de catástrofe, por calamidad pública, decretado con motivo de la expansión de la enfermedad Covid-19",Boletín N°13364-13
33570,33570,2020-07-07 14:24:30,"
                                Establece medidas tributarias que forman parte del plan de emergencia para la reactivación económica y del empleo",Boletín N°13615-05
33571,33571,2020-07-07 14:26:51,"
                                Establece medidas tributarias que forman parte del plan de emergencia para la reactivación económica y del empleo",Boletín N°13615-05
33572,33572,2020-07-07 14:29:19,"
                                Establece medidas tributarias que forman parte del plan de emergencia para la reactivación económica y del empleo",Boletín N°13615-05
33573,33573,2020-07-07 14:32:21,"
                                Establece medidas tributarias que forman parte del plan de emergencia para la reactivación económica y del empleo",Boletín N°13615-05
33574,33574,2020-07-07 14:35:04,"
                                Establece medidas tributarias que forman parte del plan de emergencia para la reactivación económica y del empleo",Boletín N°13615-05
33575,33575,2020-07-07 14:38:09,"
                                Establece medidas tributarias que forman parte del plan de emergencia para la reactivación económica y del empleo",Boletín N°13615-05
33593,33593,2020-07-08 19:59:40,"
                                Reforma constitucional que permite el retiro excepcional de los fondos acumulados de capitalización individual en las condiciones que indica",Boletín N°13501-07
33602,33602,2020-07-09 13:18:03,"
                                Modifica el Reglamento de la Cámara de Diputados para eliminar las votaciones secretas",Boletín N°12495-07
33603,33603,2020-07-09 13:20:52,"
                                Prohíbe el uso de los dispositivos de calefacción domiciliaria que emplean leña como combustible, en lugares declarados como zonas saturadas o latentes de conformidad a la legislación ambiental",Boletín N°13412-12
33612,33612,2020-07-14 14:10:53,"
                                Modifica la ley N°19.884, orgánica constitucional sobre transparencia, límite y control del gasto electoral, para ampliar el plazo de prescripción de la acción penal de los delitos contemplados en dicha ley",Boletín N°13301-06
33613,33613,2020-07-14 14:22:56,"
                                Modifica la ley N°19.884, orgánica constitucional sobre transparencia, límite y control del gasto electoral, para ampliar el plazo de prescripción de la acción penal de los delitos contemplados en dicha ley",Boletín N°13301-06
33614,33614,2020-07-14 14:26:22,"
                                Modifica la ley N°19.884, orgánica constitucional sobre transparencia, límite y control del gasto electoral, para ampliar el plazo de prescripción de la acción penal de los delitos contemplados en dicha ley",Boletín N°13301-06
33633,33633,2020-07-15 14:40:10,"
                                Reforma constitucional que permite el retiro excepcional de los fondos acumulados de capitalización individual en las condiciones que indica",Boletín N°13501-07
33634,33634,2020-07-15 14:45:06,"
                                Reforma constitucional que permite el retiro excepcional de los fondos acumulados de capitalización individual en las condiciones que indica",Boletín N°13501-07
33646,33646,2020-07-21 14:00:17,"
                                Adecua el Código del Trabajo en materia de protección de los niños, niñas y adolescentes en el mundo del trabajo",Boletín N°13550-13
33647,33647,2020-07-21 14:02:55,"
                                Adecua el Código del Trabajo en materia de protección de los niños, niñas y adolescentes en el mundo del trabajo",Boletín N°13550-13
33648,33648,2020-07-21 14:06:21,"
                                Adecua el Código del Trabajo en materia de protección de los niños, niñas y adolescentes en el mundo del trabajo",Boletín N°13550-13
33649,33649,2020-07-21 14:09:19,"
                                Faculta al Presidente de la República a reservar el uso prioritario del agua al consumo humano, el saneamiento y el uso doméstico de subsistencia, durante la vigencia de un estado de excepción constitucional de catástrofe por calamidad pública",Boletín N°13404-33
33685,33685,2020-07-22 14:51:13,"
                                Modifica la ley N°21.057, que regula entrevistas grabadas en video y otras medidas de resguardo a menores de edad, víctimas de delitos sexuales, en los términos que indica",Boletín N°13630-07
33686,33686,2020-07-22 14:54:04,"
                                Modifica la ley N°21.057, que regula entrevistas grabadas en video y otras medidas de resguardo a menores de edad, víctimas de delitos sexuales, en los términos que indica",Boletín N°13630-07
33687,33687,2020-07-22 14:55:54,"
                                Modifica la ley N°21.057, que regula entrevistas grabadas en video y otras medidas de resguardo a menores de edad, víctimas de delitos sexuales, en los términos que indica",Boletín N°13630-07
33693,33693,2020-07-22 15:11:12,"
                                Suspende, durante la vigencia del estado de excepción constitucional de catástrofe motivado por la pandemia de Covid-19, la facultad de las isapres de modificar el precio base de los planes de salud en términos más onerosos para sus afiliados",Boletín N°13502-11
33694,33694,2020-07-22 15:14:12,"
                                Suspende transitoriamente la aplicación de las multas a que pueda haber lugar, por el no pago oportuno de las patentes a que obliga la ley de alcoholes, cuando la infracción coincida con la prohibición de funcionamiento dispuesto por la autoridad sanitaria, con ocasión de la pandemia de Covid-19",Boletín N°13650-06
33702,33702,2020-07-22 22:33:46,"
                                Modifica la ley N°21.230, para facilitar y ampliar el acceso al ingreso familiar de emergencia",Boletín N°13656-31
33703,33703,2020-07-22 22:36:39,"
                                Modifica la ley N°21.230, para facilitar y ampliar el acceso al ingreso familiar de emergencia",Boletín N°13656-31
33704,33704,2020-07-22 22:42:06,"
                                Modifica la ley N°21.230, para facilitar y ampliar el acceso al ingreso familiar de emergencia",Boletín N°13656-31
33705,33705,2020-07-22 22:44:51,"
                                Modifica la ley N°21.230, para facilitar y ampliar el acceso al ingreso familiar de emergencia",Boletín N°13656-31
33706,33706,2020-07-22 22:47:26,"
                                Modifica la ley N°21.230, para facilitar y ampliar el acceso al ingreso familiar de emergencia",Boletín N°13656-31
33707,33707,2020-07-22 22:55:20,"
                                Modifica la ley N°21.230, para facilitar y ampliar el acceso al ingreso familiar de emergencia",Boletín N°13656-31
33708,33708,2020-07-22 22:58:54,"
                                Modifica la ley N°21.230, para facilitar y ampliar el acceso al ingreso familiar de emergencia",Boletín N°13656-31
33715,33715,2020-07-23 14:00:04,"
                                Reforma constitucional que permite el retiro excepcional de los fondos acumulados de capitalización individual en las condiciones que indica",Boletín N°13501-07
33727,33727,2020-07-23 14:43:03,"
                                Perfecciona los textos legales que indica, para promover la inversión",Boletín N°11747-03
33794,33794,2020-07-30 18:27:48,"
                                Modifica la ley N°21.230, para facilitar y ampliar el acceso al ingreso familiar de emergencia",Boletín N°13656-31
33813,33813,2020-08-04 13:10:16,"
                                Dispone la suspensión, por el período que indica, de las medidas judiciales de embargo de bienes y de lanzamiento, en razón de la emergencia sanitaria que vive el país",Boletín N°13408-07
33816,33816,2020-08-04 13:17:16,"
                                Modifica la ley N°20.256, que Establece normas sobre pesca recreativa, para aumentar las sanciones en caso de infracción",Boletín N°12598-21
33817,33817,2020-08-04 13:20:24,"
                                Modifica la legislación pesquera a fin de enfrentar los efectos de la enfermedad Covid-19 en Chile",Boletín N°13629-21
33834,33834,2020-08-05 16:11:33,"
                                Crea el Fondo de Emergencia Transitorio Covid-19",Boletín N°13655-05
33835,33835,2020-08-05 16:13:54,"
                                Crea el Fondo de Emergencia Transitorio Covid-19",Boletín N°13655-05
33836,33836,2020-08-05 16:16:28,"
                                Crea el Fondo de Emergencia Transitorio Covid-19",Boletín N°13655-05
33837,33837,2020-08-05 16:19:09,"
                                Crea el Fondo de Emergencia Transitorio Covid-19",Boletín N°13655-05
33838,33838,2020-08-05 16:21:21,"
                                Crea el Fondo de Emergencia Transitorio Covid-19",Boletín N°13655-05
33839,33839,2020-08-05 16:24:49,"
                                Crea el Fondo de Emergencia Transitorio Covid-19",Boletín N°13655-05
33841,33841,2020-08-05 16:32:12,"
                                Crea el Fondo de Emergencia Transitorio Covid-19",Boletín N°13655-05
33842,33842,2020-08-05 16:35:20,"
                                Crea el Fondo de Emergencia Transitorio Covid-19",Boletín N°13655-05
33843,33843,2020-08-05 16:38:19,"
                                Crea el Fondo de Emergencia Transitorio Covid-19",Boletín N°13655-05
33844,33844,2020-08-05 16:40:49,"
                                Crea el Fondo de Emergencia Transitorio Covid-19",Boletín N°13655-05
33845,33845,2020-08-05 16:43:45,"
                                Crea el Fondo de Emergencia Transitorio Covid-19",Boletín N°13655-05
33846,33846,2020-08-05 16:46:35,"
                                Crea el Fondo de Emergencia Transitorio Covid-19",Boletín N°13655-05
33847,33847,2020-08-05 16:49:56,"
                                Crea el Fondo de Emergencia Transitorio Covid-19",Boletín N°13655-05
33849,33849,2020-08-05 16:55:01,"
                                Crea el Fondo de Emergencia Transitorio Covid-19",Boletín N°13655-05
33850,33850,2020-08-05 16:59:26,"
                                Crea el Fondo de Emergencia Transitorio Covid-19",Boletín N°13655-05
33851,33851,2020-08-05 17:03:57,"
                                Crea el Fondo de Emergencia Transitorio Covid-19",Boletín N°13655-05
33852,33852,2020-08-05 17:07:07,"
                                Crea el Fondo de Emergencia Transitorio Covid-19",Boletín N°13655-05
33854,33854,2020-08-05 17:11:39,"
                                Modifica la ley N°19.968, que Crea los Tribunales de Familia, para incorporar disposiciones transitorias de regulación de medidas de retención judicial de fondos previsionales y de suspensión de la tramitación de la solicitud de retiro de fondos en razón de deudas por obligaciones alimentarias",Boletín N°13682-07
33863,33863,2020-08-05 20:38:06,"
                                Modifica la ley N° 19.537, sobre Copropiedad Inmobiliaria, para restringir temporalmente la facultad del administrador de suspender o requerir la suspensión del servicio eléctrico a los copropietarios que se encuentren morosos en el pago de gastos comunes, durante la vigencia del estado de catástrofe decretado con ocasión de la pandemia por Covid-19",Boletín N°13388-14
33864,33864,2020-08-05 20:46:31,"
                                Modifica la ley N° 19.537, sobre Copropiedad Inmobiliaria, para restringir temporalmente la facultad del administrador de suspender o requerir la suspensión del servicio eléctrico a los copropietarios que se encuentren morosos en el pago de gastos comunes, durante la vigencia del estado de catástrofe decretado con ocasión de la pandemia por Covid-19",Boletín N°13388-14
33865,33865,2020-08-05 20:50:14,"
                                Modifica la ley N° 19.537, sobre Copropiedad Inmobiliaria, para restringir temporalmente la facultad del administrador de suspender o requerir la suspensión del servicio eléctrico a los copropietarios que se encuentren morosos en el pago de gastos comunes, durante la vigencia del estado de catástrofe decretado con ocasión de la pandemia por Covid-19",Boletín N°13388-14
33866,33866,2020-08-05 20:53:53,"
                                Modifica el Código del Trabajo para posibilitar el trabajo a distancia o teletrabajo de la trabajadora embarazada, en casos de alerta sanitaria por causa de epidemia de una enfermedad contagiosa",Boletín N°13553-13
33868,33868,2020-08-05 21:12:56,"
                                Modifica el Código del Trabajo para posibilitar el trabajo a distancia o teletrabajo de la trabajadora embarazada, en casos de alerta sanitaria por causa de epidemia de una enfermedad contagiosa",Boletín N°13553-13
33892,33892,2020-08-06 13:51:49,"
                                Suspende el cobro de cuotas de créditos de diverso tipo en la forma y condiciones que indica, en razón de la emergencia sanitaria, mientras dure el estado de excepción constitucional de catástrofe",Boletín N°13328-03
33910,33910,2020-08-11 12:55:53,"
                                Modifica la ley General de Educación con el objeto de establecer la obligatoriedad del segundo nivel de transición de Educación Parvularia",Boletín N°12118-04
33911,33911,2020-08-11 12:58:27,"
                                Modifica la ley General de Educación con el objeto de establecer la obligatoriedad del segundo nivel de transición de Educación Parvularia",Boletín N°12118-04
33912,33912,2020-08-11 13:01:06,"
                                Faculta al Presidente de la República a reservar el uso prioritario del agua al consumo humano, el saneamiento y el uso doméstico de subsistencia, durante la vigencia de un estado de excepción constitucional de catástrofe por calamidad pública",Boletín N°13404-33
33913,33913,2020-08-11 13:03:41,"
                                Modifica la Ley General de Cooperativas para permitir que los excedentes o remanentes que corresponda distribuir durante el año 2020 sean determinados con el solo acuerdo del Consejo de Administración, sin intervención de la Junta General de Socios",Boletín N°13684-03
33941,33941,2020-08-12 13:30:48,"
                                Modifica las normas legales que indica para disponer la suspensión del pago de las cuotas de créditos para la educación con aval del Estado, CAE, con ocasión del estado de excepción constitucional de catástrofe, a causa de la pandemia de Covid-19",Boletín N°13506-04
33956,33956,2020-08-13 11:55:21,"
                                Modifica el Reglamento de la Cámara de Diputados para crear una Comisión Permanente del Adulto Mayor",Boletín N°12724-07
33964,33964,2020-08-18 14:24:37,"
                                Establece medidas tributarias que forman parte del plan de emergencia para la reactivación económica y del empleo",Boletín N°13615-05
33965,33965,2020-08-18 14:27:02,"
                                Establece medidas tributarias que forman parte del plan de emergencia para la reactivación económica y del empleo",Boletín N°13615-05
33966,33966,2020-08-18 14:29:39,"
                                Suspende, durante la vigencia del estado de excepción constitucional de catástrofe motivado por la pandemia de Covid-19, la facultad de las isapres de modificar el precio base de los planes de salud en términos más onerosos para sus afiliados",Boletín N°13502-11
33967,33967,2020-08-18 14:31:49,"
                                Suspende, durante la vigencia del estado de excepción constitucional de catástrofe motivado por la pandemia de Covid-19, la facultad de las isapres de modificar el precio base de los planes de salud en términos más onerosos para sus afiliados",Boletín N°13502-11
33968,33968,2020-08-18 14:34:58,"
                                Prohíbe a los establecimientos educacionales particulares subvencionados, y particulares pagados, negar la matrícula para el año 2021 a estudiantes que presentan deuda, en el contexto de la crisis económica producto de la pandemia por Covid-19",Boletín N°13585-04
33969,33969,2020-08-18 14:38:40,"
                                Prohíbe a los establecimientos educacionales particulares subvencionados, y particulares pagados, negar la matrícula para el año 2021 a estudiantes que presentan deuda, en el contexto de la crisis económica producto de la pandemia por Covid-19",Boletín N°13585-04
33992,33992,2020-08-19 14:41:29,"
                                Dispone la emisión de una franja de educación y actividad física, información nutricional y vida saludable, a través de los canales de televisión de libre recepción, durante la vigencia del estado de excepción constitucional de catástrofe, decretado a raíz de la pandemia de Covid-19",Boletín N°13543-29
34002,34002,2020-08-20 13:37:38,"
                                Declara el 1 de octubre de cada año como el Día de la Diplomacia Chilena",Boletín N°12996-10
34004,34004,2020-08-20 13:41:19,"
                                Modifica el Código Sanitario para regular la realización de estudios y ensayos clínicos, tendientes a la obtención de productos farmacéuticos y dispositivos médicos, para el combate de las enfermedades que motivan una alerta sanitaria",Boletín N°13642-11
34005,34005,2020-08-20 13:44:54,"
                                Modifica el Código Sanitario para regular la realización de estudios y ensayos clínicos, tendientes a la obtención de productos farmacéuticos y dispositivos médicos, para el combate de las enfermedades que motivan una alerta sanitaria",Boletín N°13642-11
34006,34006,2020-08-20 13:47:37,"
                                Modifica el Código Sanitario para regular la realización de estudios y ensayos clínicos, tendientes a la obtención de productos farmacéuticos y dispositivos médicos, para el combate de las enfermedades que motivan una alerta sanitaria",Boletín N°13642-11
34009,34009,2020-08-20 13:52:05,"
                                Modifica el Reglamento de la Cámara de Diputados para crear una Comisión Permanente del Adulto Mayor",Boletín N°12724-07
34007,34007,2020-08-20 13:52:05,"
                                Modifica el Código de Aguas para ampliar el plazo de vigencia y posibilitar la prórroga de los decretos que declaren zonas de escasez hídrica",Boletín N°13322-33
34014,34014,2020-08-25 13:21:21,"
                                Modifica el Código del Trabajo para posibilitar el trabajo a distancia o teletrabajo de la trabajadora embarazada, en casos de alerta sanitaria por causa de epidemia de una enfermedad contagiosa",Boletín N°13553-13
34015,34015,2020-08-25 13:25:08,"
                                Regula materias sobre financiamiento, en el marco del proceso constituyente",Boletín N°13734-05
