vote_id,id,fecha,nombre,boletin
35172,35172,2021-01-05 14:44:36,"
                                Modifica la ley Nº18.700, orgánica constitucional Sobre votaciones populares y escrutinios, para habilitar el voto mediante correo, de personas que por distintas razones tengan dificultad o imposibilidad de trasladarse al local de votación",Boletín N°13729-06
35173,35173,2021-01-05 14:46:50,"
                                Crea la asignatura de Memoria y Derechos Humanos en los niveles de enseñanza básica y media",Boletín N°12167-17
35189,35189,2021-01-06 12:55:03,"
                                Establece un sistema de subvenciones para los niveles medios de la educación parvularia",Boletín N°12436-04
35190,35190,2021-01-06 12:56:29,"
                                Establece un sistema de subvenciones para los niveles medios de la educación parvularia",Boletín N°12436-04
35191,35191,2021-01-06 12:57:46,"
                                Establece un sistema de subvenciones para los niveles medios de la educación parvularia",Boletín N°12436-04
35192,35192,2021-01-06 12:59:23,"
                                Establece un sistema de subvenciones para los niveles medios de la educación parvularia",Boletín N°12436-04
35193,35193,2021-01-06 13:00:48,"
                                Establece un sistema de subvenciones para los niveles medios de la educación parvularia",Boletín N°12436-04
35194,35194,2021-01-06 13:02:13,"
                                Establece un sistema de subvenciones para los niveles medios de la educación parvularia",Boletín N°12436-04
35195,35195,2021-01-06 13:04:32,"
                                Establece un sistema de subvenciones para los niveles medios de la educación parvularia",Boletín N°12436-04
35196,35196,2021-01-06 13:06:12,"
                                Establece un sistema de subvenciones para los niveles medios de la educación parvularia",Boletín N°12436-04
35197,35197,2021-01-06 13:07:36,"
                                Establece un sistema de subvenciones para los niveles medios de la educación parvularia",Boletín N°12436-04
35198,35198,2021-01-06 13:09:04,"
                                Establece un sistema de subvenciones para los niveles medios de la educación parvularia",Boletín N°12436-04
35199,35199,2021-01-06 13:10:23,"
                                Establece un sistema de subvenciones para los niveles medios de la educación parvularia",Boletín N°12436-04
35200,35200,2021-01-06 13:11:58,"
                                Establece un sistema de subvenciones para los niveles medios de la educación parvularia",Boletín N°12436-04
35201,35201,2021-01-06 13:13:24,"
                                Establece un sistema de subvenciones para los niveles medios de la educación parvularia",Boletín N°12436-04
35202,35202,2021-01-06 13:14:48,"
                                Establece un sistema de subvenciones para los niveles medios de la educación parvularia",Boletín N°12436-04
35203,35203,2021-01-06 13:16:03,"
                                Establece un sistema de subvenciones para los niveles medios de la educación parvularia",Boletín N°12436-04
35204,35204,2021-01-06 13:17:28,"
                                Establece un sistema de subvenciones para los niveles medios de la educación parvularia",Boletín N°12436-04
35205,35205,2021-01-06 13:19:05,"
                                Establece un sistema de subvenciones para los niveles medios de la educación parvularia",Boletín N°12436-04
35206,35206,2021-01-06 13:21:06,"
                                Modifica la ley N°20.529, que Establece el sistema nacional de aseguramiento de la calidad de la educación parvularia, básica y media y su fiscalización, para permitir al administrador provisional solicitar la prórroga de su mandato, cuando éste hubiese coincidido con un estado de excepción constitucional",Boletín N°13900-04
35227,35227,2021-01-12 13:39:01,"
                                Modifica diversos cuerpos legales para perfeccionar la legislación electoral vigente y fortalecer la democracia",Boletín N°13305-06
35228,35228,2021-01-12 13:40:46,"
                                Modifica la ley N°18.834, sobre Estatuto Administrativo, para promover la denuncia, por parte de los funcionarios públicos, de los delitos y otros hechos irregulares de los que tengan conocimiento",Boletín N°13115-06
35229,35229,2021-01-12 13:41:59,"
                                Modifica la ley N°18.834, sobre Estatuto Administrativo, para promover la denuncia, por parte de los funcionarios públicos, de los delitos y otros hechos irregulares de los que tengan conocimiento",Boletín N°13115-06
