vote_id,id,fecha,nombre,boletin
36562,36562,2021-07-01 13:18:50,"
                                Modifica diversos cuerpos normativos con el objetivo de perfeccionar la regulación relativa a la contratación, prestación y pago del servicio de extracción de residuos sólidos domiciliarios",Boletín N°14032-06
36563,36563,2021-07-01 13:21:18,"
                                Modifica diversos cuerpos normativos con el objetivo de perfeccionar la regulación relativa a la contratación, prestación y pago del servicio de extracción de residuos sólidos domiciliarios",Boletín N°14032-06
36564,36564,2021-07-01 13:23:54,"
                                Modifica la ley N° 19.712, del Deporte, para eximir a deportistas destacados de ciertos requisitos para ocupar cargos directivos en las federaciones deportivas nacionales",Boletín N°13255-29
36565,36565,2021-07-01 13:25:57,"
                                Modifica la ley N° 19.712, del Deporte, para eximir a deportistas destacados de ciertos requisitos para ocupar cargos directivos en las federaciones deportivas nacionales",Boletín N°13255-29
36566,36566,2021-07-01 13:28:59,"
                                Modifica la ley N° 19.712, del Deporte, para eximir a deportistas destacados de ciertos requisitos para ocupar cargos directivos en las federaciones deportivas nacionales",Boletín N°13255-29
36582,36582,2021-07-06 13:08:52,"
                                Adecua el Código del Trabajo en materia de documentos electrónicos laborales",Boletín N°12826-13
36583,36583,2021-07-06 13:10:25,"
                                Adecua el Código del Trabajo en materia de documentos electrónicos laborales",Boletín N°12826-13
36584,36584,2021-07-06 13:12:34,"
                                Modifica la ley N°20.606, Sobre composición nutricional de los alimentos y su publicidad, y la ley N°19.886, de Bases sobre contratos administrativos de suministro y prestación de servicios, para incorporar a la enfermedad celiaca y al gluten como su principal causante, en las menciones y en la regulación contenidas en dichas normas",Boletín N°12906-11
36585,36585,2021-07-06 13:14:35,"
                                Modifica el Código Penal y la ley N° 21.160, para declarar imprescriptibles los delitos sexuales sin importar la edad de la víctima, y permitir la renovación de la acción civil reparatoria en todos ellos",Boletín N°13679-07
36598,36598,2021-07-07 13:13:54,"
                                Establece medidas para evitar la contaminación con colillas de cigarrillos, y facilita su reciclaje o reutilización",Boletín N°12407-12
36599,36599,2021-07-07 13:16:11,"
                                Establece medidas para evitar la contaminación con colillas de cigarrillos, y facilita su reciclaje o reutilización",Boletín N°12407-12
