vote_id,id,fecha,nombre,boletin
30354,30354,2019-01-02 13:26:27,"
                                Crea el Consejo Fiscal Autónomo",Boletín N°11777-05
30355,30355,2019-01-02 13:27:18,"
                                Crea el Consejo Fiscal Autónomo",Boletín N°11777-05
30356,30356,2019-01-02 13:28:10,"
                                Crea el Consejo Fiscal Autónomo",Boletín N°11777-05
30401,30401,2019-01-08 13:45:45,"
                                Establece sanciones a quienes impidan el acceso a playas de mar, ríos y lagos",Boletín N°12333-20
30417,30417,2019-01-09 13:10:09,"
                                Crea el Consejo Fiscal Autónomo",Boletín N°11777-05
30418,30418,2019-01-09 13:11:25,"
                                Modifica la ley General de Educación con el objeto de establecer la obligatoriedad del segundo nivel de transición de Educación Parvularia",Boletín N°12118-04
30419,30419,2019-01-09 13:12:25,"
                                Modifica la ley General de Educación con el objeto de establecer la obligatoriedad del segundo nivel de transición de Educación Parvularia",Boletín N°12118-04
30428,30428,2019-01-10 12:50:19,"
                                Modifica el Código Penal para sancionar la difusión no consentida de imágenes o contenido de connotación sexual, obtenidas con ocasión de la vida en pareja sostenida entre el hechor y su víctima",Boletín N°11923-25
30433,30433,2019-01-15 13:44:20,"
                                Renueva el mecanismo transitorio de reintegro parcial del impuesto específico al petróleo diésel para empresas de transportes de carga",Boletín N°12363-05
30497,30497,2019-01-16 20:07:30,"
                                Modifica la ley General de Educación, para asegurar la protección de los integrantes de la comunidad escolar en casos de violencia al interior de los establecimientos educacionales",Boletín N°11963-04
30499,30499,2019-01-16 20:09:17,"
                                Modifica el régimen para la entrada en vigencia del primer reglamento de planta de personal de municipalidades, en los casos que indica",Boletín N°12372-06
30502,30502,2019-01-17 12:59:38,"
                                Modifica la ley N° 20.898, que Establece un procedimiento simplificado para la regularización de viviendas de autoconstrucción, en materia de plazo de vigencia y de valor del avalúo fiscal",Boletín N°12153-14
30522,30522,2019-01-22 13:59:05,"
                                Modifica la ley N° 20.032, que Establece Sistema de Atención a la Niñez y Adolescencia a través de la red de colaboradores del Servicio Nacional de Menores (Sename), y su régimen de subvención y el decreto ley N° 2.465, del año 1979, del Ministerio de Justicia, que Crea el Servicio Nacional de Menores y fija el texto de su ley orgánica",Boletín N°11657-07
30523,30523,2019-01-22 14:00:30,"
                                Modifica la ley N° 20.032, que Establece Sistema de Atención a la Niñez y Adolescencia a través de la red de colaboradores del Servicio Nacional de Menores (Sename), y su régimen de subvención y el decreto ley N° 2.465, del año 1979, del Ministerio de Justicia, que Crea el Servicio Nacional de Menores y fija el texto de su ley orgánica",Boletín N°11657-07
