"","correctYea","wrongYea","wrongNay","correctNay","GMP","PRE","spread1D","spread2D","midpoint1D","midpoint2D"
"41",64,0,0,54,0.98904949426651,1,-1.47499787807465,-0.324168592691422,-0.474997848272324,0.776530206203461
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",111,5,3,26,0.875514149665833,0.741935483870968,1.73819780349731,0.235289677977562,0.740186214447021,-0.0102726174518466
"44",111,5,3,26,0.875514149665833,0.741935483870968,1.73819780349731,0.235289677977562,0.740186214447021,-0.0102726174518466
"45",110,2,3,30,0.876002132892609,0.84375,1.72477102279663,0.170421972870827,0.72679990530014,0.0379360467195511
"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",96,1,2,22,0.939412653446198,0.869565217391304,1.74943292140961,1.16044688224792,0.810498833656311,0.0689900293946266
"48",93,2,1,19,0.909952282905579,0.857142857142857,1.7540111541748,0.481187492609024,0.773638248443604,0.142021328210831
"49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",98,0,0,5,0.958096027374268,1,1.79378175735474,-0.000382362632080913,0.828796088695526,0.0305394735187292
"52",99,1,0,6,0.955752551555634,0.857142857142857,1.80802392959595,0.220887616276741,0.82463800907135,0.391345024108887
"53",98,0,0,5,0.972352087497711,1,1.8003294467926,0.759487807750702,0.865005671977997,0.317085713148117
"54",93,0,0,5,0.974191009998322,1,1.79052877426147,0.696107387542725,0.860943853855133,0.291303277015686
"55",87,1,1,20,0.921114981174469,0.904761904761905,1.73847842216492,0.217375636100769,0.740465879440308,-0.02657818980515
"56",135,3,0,3,0.952009558677673,0.5,1.79431569576263,0.412493646144867,0.959890365600586,0.280375748872757
"57",65,2,8,35,0.803266584873199,0.72972972972973,0.503009438514709,0.0128461215645075,0.482202351093292,-0.714396178722382
"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",72,4,0,2,0.842377603054047,0.333333333333333,0.405961871147156,-0.0181168504059315,0.878464639186859,-0.390413254499435
"63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",68,20,0,8,0.568313002586365,0.285714285714286,0.0900000333786011,0.178310364484787,0.978794813156128,0.097308836877346
"65",101,1,1,13,0.93156236410141,0.857142857142857,1.76680982112885,0.68526154756546,0.831407785415649,0.154755920171738
"66",56,0,1,71,0.966908276081085,0.982456140350877,-1.15455365180969,-0.538163423538208,0.154553636908531,-0.376607000827789
"67",92,5,4,19,0.854101240634918,0.625,1.14806473255157,0.260853856801987,0.711127817630768,-0.0150918979197741
"68",53,1,2,71,0.930488109588623,0.945454545454545,-0.953467965126038,-0.376736968755722,0.214873999357224,-0.386584758758545
"69",102,5,3,18,0.885400474071503,0.652173913043478,1.75399911403656,0.629176437854767,0.762221872806549,-0.0568958781659603
"70",95,3,2,18,0.912340044975281,0.761904761904762,1.05126655101776,1.00271463394165,0.755468189716339,-0.0607500821352005
"71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",110,2,1,17,0.926114022731781,0.842105263157895,1.7889358997345,0.637490034103394,0.834633767604828,0.00803239177912474
"73",53,1,1,75,0.961408674716949,0.962962962962963,-1.36157965660095,0.065652072429657,0.36157962679863,0.0377455949783325
"74",83,0,6,42,0.884171903133392,0.857142857142857,1.59623265266418,0.365349173545837,0.59623259305954,-0.196057319641113
"75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",69,7,4,17,0.735234200954437,0.541666666666667,0.323719501495361,0.215655118227005,0.665303349494934,0.0754960626363754
"77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",121,4,0,2,0.917921483516693,0.333333333333333,-0.970000028610229,-1.46902012825012,-0.97596400976181,-0.217931687831879
