"","correctYea","wrongYea","wrongNay","correctNay","GMP","PRE","spread1D","spread2D","midpoint1D","midpoint2D"
"618",98,16,9,19,0.729806363582611,0.285714285714286,0.334665060043335,-0.193053364753723,0.668429851531982,-0.052128940820694
"619",111,16,1,2,0.743020296096802,0.0555555555555556,0.250308960676193,-0.267659723758698,0.976404905319214,-0.0208393726497889
"620",78,1,1,66,0.951329588890076,0.970149253731343,1.19710457324982,0.339127570390701,0.197104603052139,-0.309085577726364
"621",101,3,8,6,0.847408831119537,-0.222222222222222,0.290000021457672,-0.676034927368164,0.677835464477539,-0.223289087414742
"622",79,2,0,63,0.954714953899384,0.969230769230769,1.20687592029572,0.160542622208595,0.206875890493393,-0.21078634262085
"623",110,8,1,9,0.832294046878815,0.470588235294118,0.306962013244629,-0.596873641014099,0.89231151342392,-0.231748089194298
"624",108,7,3,9,0.852309286594391,0.375,0.280908346176147,-0.788643300533295,0.958822071552277,-0.274094492197037
"625",113,4,7,11,0.867750644683838,0.266666666666667,0.300000011920929,-0.854146599769592,0.708368301391602,-0.278877973556519
"626",79,4,14,44,0.756787002086639,0.625,0.399306774139404,-0.043689738959074,0.448210269212723,-0.086009293794632
"627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",59,0,1,48,0.957100450992584,0.979166666666667,-1.02122640609741,0.49359542131424,-0.362868785858154,-0.15663842856884
"631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",103,0,2,6,0.967411279678345,0.666666666666667,-0.659999966621399,1.50993657112122,-0.836055040359497,0.229492977261543
"637",99,4,2,3,0.817397773265839,0.142857142857143,-0.309999942779541,0.694164276123047,-0.941588401794434,0.336766064167023
"638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",76,3,2,55,0.922964334487915,0.913793103448276,0.911993145942688,0.328434020280838,0.288034409284592,-0.301872253417969
"640",73,1,2,65,0.959331929683685,0.954545454545455,1.18572378158569,0.228075295686722,0.185723826289177,-0.35850265622139
"641",123,10,3,2,0.793545186519623,-0.0833333333333333,0.350000023841858,-0.273811936378479,0.874130368232727,-0.160281181335449
"642",125,6,1,0,0.881638288497925,-0.166666666666667,0.370000004768372,-0.753928005695343,0.965479254722595,-0.260479688644409
"643",122,6,1,0,0.855510771274567,-0.166666666666667,0.360000014305115,-0.596073925495148,0.967951655387878,-0.24807533621788
"644",125,7,1,0,0.854476928710938,-0.142857142857143,0.340000033378601,-0.652303755283356,0.969390749931335,-0.245523452758789
"645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",92,1,1,7,0.941939830780029,0.75,-0.827699959278107,0.868698239326477,-0.860767006874084,0.0290941949933767
"649",84,1,3,23,0.906353652477264,0.833333333333333,-1.67763125896454,0.371003448963165,-0.677631258964539,-0.0462573617696762
"650",93,0,0,8,0.97146338224411,1,-0.481133133172989,1.04115295410156,-0.876548171043396,0.0917939245700836
"651",73,1,3,41,0.880243360996246,0.904761904761905,-0.491512387990952,0.308546751737595,-0.311470776796341,-0.0360288508236408
"652",79,0,3,36,0.910665273666382,0.916666666666667,-0.759102642536163,0.0344316884875298,-0.449608474969864,-0.643234610557556
"653",80,0,3,26,0.912143349647522,0.884615384615385,-0.733719706535339,0.0351978279650211,-0.4866563975811,-0.573163628578186
"654",81,1,5,12,0.895057678222656,0.538461538461538,-0.675280392169952,-0.259913742542267,-0.665198147296906,-0.211936876177788
"655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656",64,1,2,39,0.908186912536621,0.925,0.764724969863892,-0.00318109407089651,0.344918519258499,-0.933706641197205
"657",68,2,2,46,0.899960339069366,0.916666666666667,0.701636075973511,-0.204568296670914,0.274453699588776,-0.245686918497086
"658",91,1,0,3,0.957343578338623,0.75,1.73338973522186,0.578481912612915,0.863876760005951,0.280914962291718
"659",68,6,8,15,0.798792719841003,0.333333333333333,0.50836980342865,-0.00932894088327885,0.606595754623413,-0.795010507106781
"660",80,3,0,8,0.90161406993866,0.727272727272727,1.75383901596069,-0.387372642755508,0.773464977741241,0.0187108963727951
"661",73,3,4,20,0.865652740001678,0.695652173913043,1.65573573112488,-0.0171636138111353,0.655735790729523,0.0387044511735439
"662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663",97,2,0,5,0.943944215774536,0.714285714285714,1.77882838249207,-0.590347588062286,0.849803268909454,-0.110388867557049
"664",24,5,7,34,0.570973455905914,0.612903225806452,-0.0369010232388973,-0.374357432126999,0.972492694854736,-0.0111926188692451
"665",25,6,6,34,0.620770633220673,0.612903225806452,0.0299999713897705,-0.57106876373291,-0.998824000358582,0.0484845191240311
"666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668",75,3,4,28,0.80590033531189,0.774193548387097,0.430217891931534,0.0575925931334496,0.370674133300781,-0.311024039983749
"669",81,1,3,22,0.932294428348541,0.826086956521739,1.58997750282288,0.239378392696381,0.589977502822876,-0.199601262807846
"670",83,1,1,30,0.950543463230133,0.935483870967742,1.57593131065369,0.365716516971588,0.575931370258331,-0.594704568386078
"671",31,2,2,75,0.902958571910858,0.878787878787879,-0.656161844730377,-0.349009573459625,0.313787519931793,-0.198634505271912
"672",65,0,1,45,0.976527035236359,0.977777777777778,1.00480282306671,-0.103322088718414,-0.00480287149548531,-0.042769517749548
"673",75,2,1,39,0.941390454769135,0.926829268292683,1.11237144470215,0.00449791271239519,0.252151787281036,-0.967687726020813
"674",94,5,3,15,0.870369136333466,0.6,1.67937564849854,0.0099220247939229,0.680014491081238,0.733198583126068
"675",113,3,0,0,0.897956788539886,0,0.680000007152557,0,1,0
"676",44,2,2,69,0.958671689033508,0.91304347826087,-1.25419223308563,-0.820685923099518,0.363347411155701,-0.330197304487228
"677",41,3,2,71,0.885976552963257,0.883720930232558,-0.712125658988953,-0.330608665943146,0.383415639400482,-0.242258429527283
"678",68,1,2,46,0.935601770877838,0.936170212765957,0.658314526081085,-0.340411394834518,0.171701475977898,-0.122374385595322
"679",55,2,3,56,0.888672113418579,0.913793103448276,0.516262888908386,-0.0329476222395897,-0.105096764862537,0.587600469589233
"680",64,1,1,63,0.931000173091888,0.96875,-0.691484332084656,0.037793293595314,-0.20287898182869,0.434323132038116
"681",63,1,3,64,0.88742458820343,0.938461538461538,0.55266809463501,0.0754585787653923,-0.130699768662453,0.00232075527310371
"682",73,2,2,45,0.932676374912262,0.914893617021277,0.791304528713226,-0.126619160175323,0.27266064286232,-0.203324779868126
"683",75,1,2,44,0.926574647426605,0.933333333333333,0.837084531784058,0.0254783723503351,0.350300520658493,-0.936637401580811
"684",45,6,2,61,0.818996548652649,0.829787234042553,0.399049639701843,-0.436416923999786,-0.39113512635231,-0.0477691702544689
"685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",73,4,3,46,0.846192061901093,0.86,0.494855046272278,-0.0013037925818935,0.20647007226944,0.691943466663361
"687",58,5,3,58,0.844285249710083,0.868852459016393,0.475145429372787,-0.171827912330627,-0.245902210474014,0.00704663805663586
"688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",73,6,4,48,0.879374146461487,0.814814814814815,0.606482923030853,0.0124864336103201,0.225163027644157,0.605912387371063
"690",71,3,6,50,0.876383423805237,0.830188679245283,0.551198065280914,-0.15990237891674,0.219205498695374,-0.146972596645355
"691",75,3,6,46,0.847237884998322,0.816326530612245,0.528667807579041,-0.13813628256321,0.337333709001541,-0.0952095910906792
"692",67,0,0,68,0.987033545970917,1,-1.47686386108398,-0.305894643068314,-0.476863861083984,0.86944717168808
"693",77,2,1,47,0.912269830703735,0.938775510204082,0.762873828411102,0.0177801381796598,0.2989462018013,-0.740493595600128
"694",72,2,2,50,0.936127245426178,0.923076923076923,0.764768183231354,-0.31989261507988,0.165164574980736,-0.241146191954613
"695",68,0,0,66,0.986748218536377,1,-1.46935749053955,-0.278676837682724,-0.469357550144196,0.831420063972473
"696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697",102,9,3,13,0.776003658771515,0.454545454545455,0.435302525758743,0.0168878324329853,0.800311625003815,0.59958428144455
"698",64,3,2,54,0.901260614395142,0.912280701754386,0.591391324996948,-0.365507543087006,-0.235190644860268,-0.114142946898937
"699",92,5,4,21,0.815781891345978,0.653846153846154,0.41981253027916,-0.287641614675522,0.649027228355408,-0.0438679456710815
"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",102,5,4,8,0.874620258808136,0.307692307692308,1.11180663108826,0.42277330160141,0.848313271999359,0.120282977819443
"703",64,0,2,57,0.94444078207016,0.964912280701754,0.967613637447357,-0.298948764801025,0.0456339977681637,-0.34239736199379
"704",66,1,0,34,0.970535814762115,0.971428571428571,-1.05114877223969,-0.369834065437317,-0.0511488132178783,-0.77698802947998
"705",114,8,4,3,0.818323612213135,-0.0909090909090909,0.420000016689301,-0.251361936330795,0.825201869010925,-0.0753314644098282
"706",74,3,9,44,0.80643492937088,0.74468085106383,0.464196741580963,-0.187389299273491,0.394271165132523,-0.124065540730953
"707",98,9,6,19,0.762715995311737,0.464285714285714,0.435303807258606,0.213469222187996,0.728172659873962,0.00622508255764842
"708",24,7,18,81,0.648745119571686,0.404761904761905,-0.119544059038162,0.447286814451218,0.635908126831055,-0.0906523391604424
"709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",98,10,7,17,0.774582266807556,0.37037037037037,0.481286346912384,0.196788728237152,0.73827451467514,-0.0153743615373969
"711",97,9,6,11,0.805718421936035,0.25,0.55728417634964,-0.117669858038425,0.757303416728973,0.0842671990394592
"712",112,8,7,9,0.826811194419861,0.117647058823529,1.00833225250244,0.118521831929684,0.84794670343399,0.0851402133703232
"713",94,2,3,35,0.879352152347565,0.864864864864865,1.68039166927338,-0.144893884658813,0.680391669273376,0.400100409984589
"714",86,18,7,10,0.688924849033356,0.107142857142857,0.262024223804474,-0.144445329904556,0.720343947410583,-0.037795539945364
"715",39,9,2,61,0.799592256546021,0.731707317073171,0.414972454309464,-0.378443390130997,-0.458399087190628,-0.0481383539736271
"716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717",43,8,3,66,0.776593267917633,0.760869565217391,0.345367640256882,-0.409420162439346,-0.438653439283371,-0.0664319694042206
"718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719",43,10,4,60,0.755616068840027,0.702127659574468,0.307813495397568,-0.351429104804993,-0.364384412765503,-0.0730913877487183
"720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722",103,2,0,5,0.877877533435822,0.714285714285714,0.560000002384186,-0.446662455797195,0.860624253749847,-0.129447445273399
"723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724",58,1,4,55,0.8813636302948,0.910714285714286,0.496383130550385,-0.255070418119431,-0.0136845046654344,-0.231082320213318
"725",60,0,1,56,0.972503304481506,0.982142857142857,1.08248662948608,-0.386325865983963,0.082486629486084,-0.161002084612846
"726",61,0,3,53,0.915147066116333,0.943396226415094,0.650331258773804,-0.270112544298172,0.0735983029007912,-0.269446104764938
"727",62,0,1,56,0.965503633022308,0.982142857142857,1.08238530158997,-0.290181666612625,0.082385279238224,-0.236642718315125
"728",63,0,2,52,0.912625253200531,0.961538461538462,0.704676628112793,-0.150502622127533,0.135664686560631,-0.284746795892715
"729",63,1,2,52,0.894778609275818,0.943396226415094,0.612920582294464,-0.0227057281881571,0.133639007806778,0.195684105157852
"730",73,3,11,33,0.758865654468536,0.611111111111111,0.336279392242432,-0.268166601657867,0.522559106349945,-0.0381709821522236
"731",72,1,3,44,0.934922277927399,0.911111111111111,1.44551086425781,0.00616317335516214,0.445510923862457,0.492605805397034
"732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733",59,10,11,12,0.693666338920593,0.0454545454545455,0.248790353536606,0.0254159048199654,0.568383812904358,0.685770213603973
"734",55,1,5,34,0.833007574081421,0.828571428571429,0.40668660402298,-0.250048965215683,0.337192833423615,-0.0488898269832134
"735",76,4,2,20,0.814416110515594,0.75,0.519980013370514,-0.333773583173752,0.701701402664185,0.0410811267793179
"736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738",55,1,0,43,0.945892810821533,0.977272727272727,0.612320482730865,0.425643742084503,0.0990171134471893,-0.209258779883385
"739",94,1,1,8,0.918051898479462,0.777777777777778,1.79151523113251,0.452463448047638,0.882948815822601,0.419630020856857
"740",95,1,0,9,0.919258296489716,0.9,1.74533128738403,0.413145661354065,0.873887896537781,0.414106011390686
"741",90,2,0,8,0.905734360218048,0.8,1.76176011562347,0.233113810420036,0.852930188179016,0.511080861091614
"742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743",84,1,3,17,0.933717250823975,0.777777777777778,1.75979220867157,0.9361492395401,0.850695371627808,0.0782923847436905
"744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745",71,1,2,30,0.903675019741058,0.903225806451613,1.69140720367432,-0.153700023889542,0.691407203674316,0.624782502651215
"746",72,6,1,10,0.8231520652771,0.5625,0.385798871517181,-0.344583660364151,0.714856028556824,-0.0856547057628632
"747",67,0,0,37,0.97355854511261,1,1.59478390216827,0.665293097496033,0.594783902168274,-0.531140685081482
"748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749",39,7,4,43,0.752731800079346,0.744186046511628,0.318065792322159,-0.175358176231384,-0.215343102812767,0.0214787144213915
"750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751",41,3,5,41,0.813417673110962,0.818181818181818,0.378871560096741,-0.141303583979607,-0.00911796931177378,0.0295782461762428
"752",78,2,0,2,0.942304313182831,0.5,-1.75334310531616,-1.41630172729492,-0.845033168792725,-0.360361129045486
"753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754",58,3,11,29,0.769280612468719,0.5625,0.363670825958252,-0.209690451622009,0.503060221672058,-0.0120232347398996
"755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756",92,5,0,5,0.863854885101318,0.5,0.389999985694885,-0.529485940933228,0.84251993894577,-0.0821733400225639
"757",51,4,3,43,0.806669533252716,0.851063829787234,0.370085060596466,0.122099637985229,-0.00946633797138929,-0.116673924028873
"758",44,2,1,53,0.930265069007874,0.933333333333333,-0.888516664505005,0.251001805067062,0.173073917627335,-0.286416560411453
"759",41,0,0,60,0.976779162883759,1,-1.43357241153717,0.0713247209787369,0.43357241153717,0.153394058346748
"760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761",90,3,0,0,0.871380269527435,0,0.649999976158142,0,1,0
"762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",32,3,3,57,0.88947981595993,0.828571428571429,-0.639819860458374,0.0130542442202568,0.275429725646973,0.679898798465729
"764",50,4,5,30,0.747693657875061,0.735294117647059,0.30734395980835,-0.00599572388455272,0.15564076602459,-0.75435733795166
"765",49,4,2,36,0.791455507278442,0.85,0.35176220536232,0.148383244872093,-0.00187791977077723,-0.153384372591972
"766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767",61,3,7,23,0.76942777633667,0.615384615384615,0.383252620697021,-0.0110236071050167,0.508568048477173,0.443810820579529
"768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769",55,1,1,35,0.95361316204071,0.944444444444444,1.13096344470978,0.205039620399475,0.130963489413261,-0.446694850921631
"770",12,3,1,76,0.837863385677338,0.692307692307692,0.319999933242798,-0.803140044212341,-0.84633481502533,0.144839763641357
"771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
